                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   60121709 |   60121602 |   60121587 |   60121497 |   60121517 |   60121400 |   60121349 |   60121381 |   60121227 |   60121217
  Cycles                             |  200352530 |  200352530 |  200352530 |  200352530 |  200352530 |  200352530 |  200352530 |  200352530 |  200352530 |  200352530
  IPC                                |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30
  Time (ns)                          |   75320500 |   75320500 |   75320500 |   75320500 |   75320500 |   75320500 |   75320500 |   75320500 |   75320500 |   75320500
  Idle time (ns)                     |       -129 |         -2 |        -10 |        -46 |        -76 |        -22 |        -46 |       -129 |         -9 |        -84
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022011 |   10022010 |   10022009 |   10022000 |   10022001 |   10021987 |   10021982 |   10021984 |   10021968 |   10021966
  num incorrect                      |       1515 |       1515 |       1513 |       1500 |       1505 |       1494 |       1484 |       1485 |       1473 |       1472
  misprediction rate                 |      0.02% |      0.02% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15330 |      15328 |      15311 |      15317 |      15289 |      15279 |      15282 |      15255 |      15252
    num misses                       |         52 |         51 |         51 |         51 |         51 |         50 |         50 |         50 |         50 |         49
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40251 |      40251 |      40247 |      40200 |      40210 |      40147 |      40124 |      40094 |      40062 |      40058
    num misses                       |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        124 |        124 |        124 |        124 |        123 |        123 |        123 |        123 |        122
    num misses                       |        123 |        122 |        122 |        122 |        122 |        121 |        121 |        121 |        121 |        120
    miss rate                        |     98.40% |     98.39% |     98.39% |     98.39% |     98.39% |     98.37% |     98.37% |     98.37% |     98.37% |     98.36%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15330 |      15328 |      15311 |      15317 |      15289 |      15279 |      15282 |      15255 |      15252
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40251 |      40251 |      40247 |      40200 |      40210 |      40147 |      40124 |      40094 |      40062 |      40058
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
