                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   12621533 |   12621286 |   12621239 |   12621465 |   12621605 |   12621614 |   12621663 |   12621352 |   12621483 |   12621387 |   12621360 |   12621157 |   12621088 |   12621286
  Cycles                             |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008 |   58836008
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800 |   22118800
  Idle time (ns)                     |        -39 |         67 |          6 |         50 |        156 |        133 |        -39 |        156 |          6 |        118 |         51 |         50 |        102 |        135
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2522000 |    2521968 |    2521965 |    2521988 |    2522007 |    2522008 |    2522009 |    2521977 |    2521990 |    2521982 |    2521979 |    2521955 |    2521946 |    2521968
  num incorrect                      |       1506 |       1478 |       1475 |       1498 |       1516 |       1516 |       1516 |       1485 |       1499 |       1492 |       1486 |       1471 |       1468 |       1478
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15317 |      15264 |      15255 |      15298 |      15330 |      15331 |      15333 |      15277 |      15302 |      15285 |      15279 |      15245 |      15229 |      15264
    num misses                       |         51 |         50 |         50 |         51 |         51 |         51 |         52 |         50 |         51 |         50 |         50 |         49 |         49 |         50
    miss rate                        |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40208 |      40087 |      40054 |      40181 |      40246 |      40247 |      40223 |      40117 |      40185 |      40137 |      40120 |      40024 |      39993 |      40088
    num misses                       |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         74 |         73 |         73 |         74
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        124 |        124 |        125 |        125 |        125 |        126 |        124 |        125 |        124 |        124 |        122 |        122 |        124
    num misses                       |        120 |        119 |        119 |        120 |        120 |        120 |        121 |        119 |        120 |        119 |        119 |        117 |        117 |        119
    miss rate                        |     96.00% |     95.97% |     95.97% |     96.00% |     96.00% |     96.00% |     96.03% |     95.97% |     96.00% |     95.97% |     95.97% |     95.90% |     95.90% |     95.97%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
