                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |    9977285 |    9976018 |    9976931 |    9975619 |    9977980 |    9977434 |    9976118 |    9977438 |    9979047 |    9977239
  Cycles                             |   40374012 |   40374012 |   40374012 |   40374012 |   40374012 |   40374012 |   40374012 |   40374012 |   40374012 |   40374012
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   15178200 |   15178200 |   15178200 |   15178200 |   15178200 |   15178200 |   15178200 |   15178200 |   15178200 |   15178200
  Idle time (ns)                     |         62 |         28 |         28 |        -10 |        -37 |         98 |         82 |         82 |        -42 |         28
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |     300942 |     300908 |     300932 |     300895 |     300961 |     300946 |     300910 |     300946 |     301064 |     300941
  num incorrect                      |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467 |       1544 |       1467
  misprediction rate                 |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1096928 |    1096792 |    1096889 |    1096745 |    1097004 |    1096944 |    1096801 |    1096944 |    1097185 |    1096923
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4595544 |    4594964 |    4595386 |    4594784 |    4595858 |    4595617 |    4595012 |    4595619 |    4596302 |    4595527
    num misses                       |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         92 |         94 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
