                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   40121674 |   38528348 |   37629721 |   37441481 |   37441481 |   37466957 |   37511084 |   37548165 |   37620496
  Cycles                             |  114150974 |  114150974 |  114150974 |  114150974 |  114150974 |  114150974 |  114150974 |  114150974 |  114150974
  IPC                                |       0.35 |       0.34 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33
  Time (ns)                          |   42913900 |   42913900 |   42913900 |   42913900 |   42913900 |   42913900 |   42913900 |   42913900 |   42913900
  Idle time (ns)                     |        -17 |         49 |         30 |        -17 |         77 |         77 |         45 |         26 |        105
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |   10022006 |    9623815 |    9399160 |    9352099 |    9352099 |    9358469 |    9369499 |    9378770 |    9396853
  num incorrect                      |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.02% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |   20015334 |   19218977 |   18769667 |   18675546 |   18675546 |   18688285 |   18710345 |   18728888 |   18765052
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      40210 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20015334 |   19218977 |   18769667 |   18675546 |   18675546 |   18688285 |   18710345 |   18728888 |   18765052
    num cache misses                 |     682284 |     640791 |     617138 |     612522 |     612295 |     612037 |     613309 |     612956 |     614934
    miss rate                        |      3.41% |      3.33% |      3.29% |      3.28% |      3.28% |      3.27% |      3.28% |      3.27% |      3.28%
    mpki                             |      17.01 |      16.63 |      16.40 |      16.36 |      16.35 |      16.34 |      16.35 |      16.32 |      16.35
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40210 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       5854 |       5719 |       5597 |       5782 |       5872 |       5634 |       5821 |       5582 |       5862
    miss rate                        |     14.56% |     14.35% |     14.05% |     14.51% |     14.74% |     14.14% |     14.61% |     14.01% |     14.71%
    mpki                             |       0.15 |       0.15 |       0.15 |       0.15 |       0.16 |       0.15 |       0.16 |       0.15 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |     688172 |     646542 |     622766 |     618334 |     618195 |     617702 |     619163 |     618570 |     620828
    num cache misses                 |     342946 |     504383 |     590070 |     608463 |     609426 |     608218 |     603132 |     601751 |     593504
    miss rate                        |     49.83% |     78.01% |     94.75% |     98.40% |     98.58% |     98.46% |     97.41% |     97.28% |     95.60%
    mpki                             |       8.55 |      13.09 |      15.68 |      16.25 |      16.28 |      16.23 |      16.08 |      16.03 |      15.78
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |     342984 |     504415 |     590103 |     608496 |     609454 |     608251 |     603168 |     601785 |     593540
    num cache misses                 |       2482 |       2415 |       2414 |       2414 |       2415 |       2414 |       2415 |       2414 |       2415
    miss rate                        |      0.72% |      0.48% |      0.41% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.41%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      21798 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.20 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      31.77 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1154 |       1149 |       1158 |       1152 |       1155 |       1146 |       1150 |       1147 |       1148
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
