                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     119490 |     111434 |     114570 |     110346 |     120702 |     120952 |     111787 |     110428 |     113172 |     121683 |     109959 |     117999 |     111085 |     111039 |     111601 |     111227
  Cycles                             |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280 |    1351280
  IPC                                |       0.09 |       0.08 |       0.08 |       0.08 |       0.09 |       0.09 |       0.08 |       0.08 |       0.08 |       0.09 |       0.08 |       0.09 |       0.08 |       0.08 |       0.08 |       0.08
  Time (ns)                          |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000 |     508000
  Idle time (ns)                     |        101 |        335 |        214 |         99 |        420 |         12 |        115 |        202 |        202 |        -16 |        115 |        312 |        385 |        312 |         32 |        -16
  Idle time (%)                      |       0.0% |       0.1% |       0.0% |       0.0% |       0.1% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.1% |       0.1% |       0.1% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21720 |      20620 |      21030 |      20465 |      21915 |      21934 |      20663 |      20479 |      20849 |      22012 |      20423 |      21464 |      20575 |      20568 |      20639 |      20594
  num incorrect                      |       1386 |       1300 |       1332 |       1293 |       1438 |       1455 |       1308 |       1293 |       1320 |       1514 |       1291 |       1358 |       1293 |       1293 |       1305 |       1294
  misprediction rate                 |      6.00% |      5.93% |      5.96% |      5.94% |      6.16% |      6.22% |      5.95% |      5.94% |      5.95% |      6.44% |      5.95% |      5.95% |      5.91% |      5.91% |      5.95% |      5.91%
  mpki                               |      11.60 |      11.67 |      11.63 |      11.72 |      11.91 |      12.03 |      11.70 |      11.71 |      11.66 |      12.44 |      11.74 |      11.51 |      11.64 |      11.64 |      11.69 |      11.63
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15036 |      14212 |      14534 |      14084 |      15164 |      15196 |      14244 |      14093 |      14386 |      15330 |      14063 |      14914 |      14161 |      14154 |      14230 |      14181
    num misses                       |         45 |         41 |         41 |         41 |         48 |         49 |         41 |         41 |         41 |         52 |         41 |         42 |         41 |         41 |         41 |         41
    miss rate                        |      0.30% |      0.29% |      0.28% |      0.29% |      0.32% |      0.32% |      0.29% |      0.29% |      0.28% |      0.34% |      0.29% |      0.28% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.38 |       0.37 |       0.36 |       0.37 |       0.40 |       0.41 |       0.37 |       0.37 |       0.36 |       0.43 |       0.37 |       0.36 |       0.37 |       0.37 |       0.37 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39586 |      36644 |      37854 |      36230 |      39838 |      39946 |      36806 |      36272 |      37357 |      40230 |      36118 |      39165 |      36512 |      36499 |      36737 |      36561
    num misses                       |         76 |         69 |         70 |         68 |         76 |         76 |         69 |         68 |         70 |         77 |         68 |         74 |         68 |         68 |         69 |         68
    miss rate                        |      0.19% |      0.19% |      0.18% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.64 |       0.62 |       0.61 |       0.62 |       0.63 |       0.63 |       0.62 |       0.62 |       0.62 |       0.63 |       0.62 |       0.63 |       0.61 |       0.61 |       0.62 |       0.61
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        110 |        111 |        109 |        124 |        125 |        110 |        109 |        111 |        129 |        109 |        116 |        109 |        109 |        110 |        109
    num misses                       |        115 |        108 |        108 |        108 |        118 |        119 |        108 |        108 |        108 |        123 |        108 |        111 |        108 |        108 |        108 |        108
    miss rate                        |     95.04% |     98.18% |     97.30% |     99.08% |     95.16% |     95.20% |     98.18% |     99.08% |     97.30% |     95.35% |     99.08% |     95.69% |     99.08% |     99.08% |     98.18% |     99.08%
    mpki                             |       0.96 |       0.97 |       0.94 |       0.98 |       0.98 |       0.98 |       0.97 |       0.98 |       0.95 |       1.01 |       0.98 |       0.94 |       0.97 |       0.97 |       0.97 |       0.97
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15036 |      14212 |      14534 |      14084 |      15164 |      15196 |      14244 |      14093 |      14386 |      15330 |      14063 |      14914 |      14161 |      14154 |      14230 |      14181
    num cache misses                 |       6184 |       6463 |       6579 |       6368 |       5599 |       5527 |       6451 |       6225 |       6402 |       5350 |       6347 |       6495 |       6259 |       6435 |       6385 |       6448
    miss rate                        |     41.13% |     45.48% |     45.27% |     45.21% |     36.92% |     36.37% |     45.29% |     44.17% |     44.50% |     34.90% |     45.13% |     43.55% |     44.20% |     45.46% |     44.87% |     45.47%
    mpki                             |      51.75 |      58.00 |      57.42 |      57.71 |      46.39 |      45.70 |      57.71 |      56.37 |      56.57 |      43.97 |      57.72 |      55.04 |      56.34 |      57.95 |      57.21 |      57.97
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39586 |      36644 |      37854 |      36230 |      39838 |      39946 |      36806 |      36272 |      37357 |      40230 |      36118 |      39165 |      36512 |      36499 |      36737 |      36561
    num cache misses                 |       8934 |       9633 |       9549 |       9332 |       8583 |       8433 |       9647 |       9136 |       9394 |       8335 |       9549 |       9455 |       9471 |       9576 |       9631 |       9670
    miss rate                        |     22.57% |     26.29% |     25.23% |     25.76% |     21.54% |     21.11% |     26.21% |     25.19% |     25.15% |     20.72% |     26.44% |     24.14% |     25.94% |     26.24% |     26.22% |     26.45%
    mpki                             |      74.77 |      86.45 |      83.35 |      84.57 |      71.11 |      69.72 |      86.30 |      82.73 |      83.01 |      68.50 |      86.84 |      80.13 |      85.26 |      86.24 |      86.30 |      86.94
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15150 |      16125 |      16160 |      15728 |      14218 |      13997 |      16129 |      15391 |      15827 |      13723 |      15925 |      15981 |      15758 |      16040 |      16045 |      16147
    num cache misses                 |      13057 |      14521 |      14432 |      14225 |      12207 |      11850 |      14685 |      13893 |      14223 |      11550 |      14360 |      13839 |      14292 |      14427 |      14490 |      14672
    miss rate                        |     86.18% |     90.05% |     89.31% |     90.44% |     85.86% |     84.66% |     91.05% |     90.27% |     89.87% |     84.17% |     90.17% |     86.60% |     90.70% |     89.94% |     90.31% |     90.87%
    mpki                             |     109.27 |     130.31 |     125.97 |     128.91 |     101.13 |      97.97 |     131.37 |     125.81 |     125.68 |      94.92 |     130.59 |     117.28 |     128.66 |     129.93 |     129.84 |     131.91
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13089 |      14550 |      14464 |      14254 |      12244 |      11888 |      14716 |      13924 |      14254 |      11589 |      14389 |      13871 |      14321 |      14456 |      14520 |      14701
    num cache misses                 |       2588 |       2504 |       2517 |       2488 |       2643 |       2643 |       2514 |       2490 |       2514 |       2681 |       2494 |       2571 |       2485 |       2490 |       2503 |       2482
    miss rate                        |     19.77% |     17.21% |     17.40% |     17.45% |     21.59% |     22.23% |     17.08% |     17.88% |     17.64% |     23.13% |     17.33% |     18.54% |     17.35% |     17.22% |     17.24% |     16.88%
    mpki                             |      21.66 |      22.47 |      21.97 |      22.55 |      21.90 |      21.85 |      22.49 |      22.55 |      22.21 |      22.03 |      22.68 |      21.79 |      22.37 |      22.42 |      22.43 |      22.31
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
