                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |   60121263 |   60121203 |   60121199 |   60121661 |   60121585 |   60121576 |   60121578 |   60121462 |   60121401 |   60121358 |   60121476 |   60121384 |   60121297 |   60121266
  Cycles                             |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458 |  280500458
  IPC                                |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
  Time (ns)                          |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300 |  105451300
  Idle time (ns)                     |        -74 |        -52 |        -94 |       -147 |        -27 |        -33 |        -52 |         38 |         23 |        -33 |       -147 |        -83 |         17 |        -34
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021966 |   10021960 |   10021960 |   10022009 |   10022007 |   10022006 |   10022006 |   10021988 |   10021985 |   10021981 |   10021986 |   10021982 |   10021970 |   10021967
  num incorrect                      |       1479 |       1474 |       1474 |       1517 |       1514 |       1512 |       1513 |       1499 |       1496 |       1487 |       1496 |       1493 |       1482 |       1479
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15261 |      15250 |      15250 |      15333 |      15328 |      15326 |      15327 |      15298 |      15289 |      15282 |      15294 |      15286 |      15268 |      15262
    num misses                       |         50 |         49 |         49 |         52 |         51 |         51 |         51 |         51 |         50 |         50 |         51 |         50 |         50 |         50
    miss rate                        |      0.33% |      0.32% |      0.32% |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40074 |      40054 |      40054 |      40230 |      40244 |      40242 |      40243 |      40186 |      40151 |      40131 |      40136 |      40145 |      40103 |      40086
    num misses                       |         76 |         75 |         75 |         76 |         76 |         76 |         76 |         76 |         76 |         76 |         76 |         76 |         76 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
