                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num misses                       |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        331 |        321 |        333
    miss rate                        |      5.32% |      5.33% |      5.29% |      5.26% |      5.30% |      5.15% |      5.25% |      5.17% |      5.21% |      5.10% |      5.33% |      5.23% |      5.25% |      5.17% |      5.03% |      5.20%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2860464 |    2859979 |    2861338 |    2862753 |    2860968 |    2867404 |    2863046 |    2866590 |    2864380 |    2869348 |    2859991 |    2863680 |    2863065 |    2876279 |    2876064 |    2876325
    num cache misses                 |    1785267 |    1766001 |    1764874 |    1749170 |    1753371 |    1761499 |    1741488 |    1749766 |    1749366 |    1744637 |    1756605 |    1742720 |    1738218 |    1729754 |    1731194 |    1731896
    miss rate                        |     62.41% |     61.75% |     61.68% |     61.10% |     61.29% |     61.43% |     60.83% |     61.04% |     61.07% |     60.80% |     61.42% |     60.86% |     60.71% |     60.14% |     60.19% |     60.21%
    mpki                             |      62.52 |      61.86 |      61.78 |      61.19 |      61.39 |      61.49 |      60.92 |      61.11 |      61.15 |      60.85 |      61.53 |      60.94 |      60.80 |      60.15 |      60.20 |      60.22
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15671821 |   15668569 |   15677701 |   15687238 |   15675220 |   15718538 |   15689205 |   15713058 |   15698170 |   15731611 |   15668651 |   15693479 |   15689337 |   15778037 |   15776820 |   15778135
    num cache misses                 |    4206686 |    4180997 |    4188462 |    4212494 |    4223470 |    4209096 |    4196113 |    4217281 |    4216845 |    4225259 |    4246980 |    4215148 |    4202122 |    4204379 |    4206383 |    4218673
    miss rate                        |     26.84% |     26.68% |     26.72% |     26.85% |     26.94% |     26.78% |     26.75% |     26.84% |     26.86% |     26.86% |     27.10% |     26.86% |     26.78% |     26.65% |     26.66% |     26.74%
    mpki                             |     147.32 |     146.45 |     146.62 |     147.37 |     147.87 |     146.94 |     146.78 |     147.28 |     147.41 |     147.37 |     148.76 |     147.40 |     146.98 |     146.19 |     146.27 |     146.69
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5992859 |    5947919 |    5954237 |    5962577 |    5977773 |    5971517 |    5938530 |    5967966 |    5967161 |    5970850 |    6004487 |    5958771 |    5941256 |    5935098 |    5938525 |    5951511
    num cache misses                 |    5550042 |    5513614 |    5525407 |    5574737 |    5583243 |    5544030 |    5536964 |    5553641 |    5553409 |    5554099 |    5596014 |    5564055 |    5535892 |    5504474 |    5512493 |    5524912
    miss rate                        |     92.61% |     92.70% |     92.80% |     93.50% |     93.40% |     92.84% |     93.24% |     93.06% |     93.07% |     93.02% |     93.20% |     93.38% |     93.18% |     92.74% |     92.83% |     92.83%
    mpki                             |     194.36 |     193.13 |     193.42 |     195.02 |     195.48 |     193.54 |     193.68 |     193.95 |     194.13 |     193.72 |     196.01 |     194.57 |     193.64 |     191.40 |     191.69 |     192.10
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5550948 |    5514535 |    5526308 |    5575650 |    5584175 |    5544952 |    5537893 |    5554560 |    5554359 |    5555054 |    5596918 |    5564958 |    5536809 |    5505440 |    5513441 |    5525856
    num cache misses                 |      37010 |      36959 |      36914 |      37028 |      37010 |      37152 |      37164 |      37081 |      37147 |      37175 |      37081 |      37064 |      37148 |      37447 |      37377 |      37479
    miss rate                        |      0.67% |      0.67% |      0.67% |      0.66% |      0.66% |      0.67% |      0.67% |      0.67% |      0.67% |      0.67% |      0.66% |      0.67% |      0.67% |      0.68% |      0.68% |      0.68%
    mpki                             |       1.30 |       1.29 |       1.29 |       1.30 |       1.30 |       1.30 |       1.30 |       1.29 |       1.30 |       1.30 |       1.30 |       1.30 |       1.30 |       1.30 |       1.30 |       1.30
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     755165 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.34 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.91 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34624 |      34614 |      34623 |      34645 |      34656 |      34718 |      34729 |      34633 |      34692 |      34678 |      34612 |      34590 |      34591 |      34977 |      34966 |      34930
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
