                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   28555270 |   28549014 |   28566580 |   28584940 |   28561808 |   28645157 |   28588723 |   28634612 |   28605981 |   28670317 |   28549170 |   28596947 |   28588974 |   28759643 |   28757301 |   28759949
  Cycles                             |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618 |  295731618
  IPC                                |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Time (ns)                          |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300 |  111177300
  Idle time (ns)                     |        317 |        208 |         47 |         22 |        157 |        208 |        -76 |        203 |        157 |         93 |        365 |         22 |        203 |       9391 |        129 |        -76
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1055678 |    1055555 |    1055899 |    1056255 |    1055805 |    1057429 |    1056330 |    1057224 |    1056667 |    1057920 |    1055558 |    1056489 |    1056334 |    1059688 |    1059615 |    1059719
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7980 |       7955 |       8006
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2860464 |    2859979 |    2861338 |    2862753 |    2860968 |    2867404 |    2863046 |    2866590 |    2864380 |    2869348 |    2859991 |    2863680 |    2863065 |    2876279 |    2876064 |    2876325
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15671821 |   15668569 |   15677701 |   15687238 |   15675220 |   15718538 |   15689205 |   15713058 |   15698170 |   15731611 |   15668651 |   15693479 |   15689337 |   15778037 |   15776820 |   15778135
    num misses                       |       5884 |       5866 |       5910 |       5951 |       5897 |       6079 |       5960 |       6056 |       5999 |       6137 |       5868 |       5980 |       5960 |       6344 |       6327 |       6344
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.22 |       0.22 |       0.22
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5945 |       5927 |       5971 |       6012 |       5958 |       6140 |       6021 |       6117 |       6060 |       6198 |       5929 |       6041 |       6021 |       6405 |       6388 |       6407
