                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   60121628 |   60121535 |   60121514 |   60121417 |   60121365 |   60121348 |   60121307 |   60121226 |   60121263 |   60121174 |   60121041 |   60121592
  Cycles                             |  240421706 |  240421706 |  240421706 |  240421706 |  240421706 |  240421706 |  240421706 |  240421706 |  240421706 |  240421706 |  240421706 |  240421706
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   90384100 |   90384100 |   90384100 |   90384100 |   90384100 |   90384100 |   90384100 |   90384100 |   90384100 |   90384100 |   90384100 |   90384100
  Idle time (ns)                     |       -126 |        -22 |        -51 |          7 |        -22 |        -31 |        -53 |        -36 |       -126 |        -53 |         24 |        -78
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022010 |   10022001 |   10022000 |   10021987 |   10021982 |   10021979 |   10021973 |   10021966 |   10021967 |   10021960 |   10021942 |   10022008
  num incorrect                      |       1516 |       1507 |       1506 |       1495 |       1486 |       1486 |       1483 |       1474 |       1478 |       1471 |       1466 |       1514
  misprediction rate                 |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
  mpki                               |       0.03 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15321 |      15316 |      15291 |      15282 |      15279 |      15271 |      15254 |      15261 |      15248 |      15220 |      15328
    num misses                       |         52 |         51 |         51 |         51 |         50 |         50 |         50 |         50 |         50 |         49 |         49 |         51
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40208 |      40217 |      40208 |      40153 |      40134 |      40124 |      40107 |      40058 |      40035 |      40041 |      39983 |      40246
    num misses                       |        159 |        159 |        159 |        159 |        159 |        159 |        159 |        159 |        158 |        158 |        158 |        159
    miss rate                        |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.39% |      0.39% |      0.40% |      0.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        211 |        210 |        210 |        210 |        209 |        209 |        209 |        209 |        208 |        207 |        207 |        210
    num misses                       |        127 |        126 |        126 |        126 |        125 |        125 |        125 |        125 |        124 |        123 |        123 |        126
    miss rate                        |     60.19% |     60.00% |     60.00% |     60.00% |     59.81% |     59.81% |     59.81% |     59.81% |     59.62% |     59.42% |     59.42% |     60.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
