                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4    
  Instructions                       |   60121629 |   60116259 |   60104551 |   60118141 |   60097897
  Cycles                             |  100541882 |  100541882 |  100541882 |  100541882 |  100541882
  IPC                                |       0.60 |       0.60 |       0.60 |       0.60 |       0.60
  Time (ns)                          |   37797700 |   37797700 |   37797700 |   37797700 |   37797700
  Idle time (ns)                     |         -4 |         52 |         41 |         37 |         -4
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |           
  num correct                        |   10022009 |   10021175 |   10019225 |   10021490 |   10018117
  num incorrect                      |       1517 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |           
  I-TLB                              |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15164 |      15164
    num misses                       |         52 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |           
    num accesses                     |      40209 |      39846 |      39846 |      39846 |      39846
    num misses                       |         76 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |           
    num accesses                     |        128 |        123 |        123 |        123 |        123
    num misses                       |        123 |        118 |        118 |        118 |        118
    miss rate                        |     96.09% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       3405 |       3385 |       3527 |       3540 |       3395
    miss rate                        |     22.21% |     22.32% |     23.26% |     23.34% |     22.39%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |           
    num cache accesses               |      40209 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       3444 |       3429 |       3408 |       3485 |       3354
    miss rate                        |      8.57% |      8.61% |      8.55% |      8.75% |      8.42%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L2                           |            |            |            |            |           
    num cache accesses               |       6885 |       6846 |       6969 |       7059 |       6782
    num cache misses                 |       3379 |       3280 |       3291 |       3314 |       3278
    miss rate                        |     49.08% |     47.91% |     47.22% |     46.95% |     48.33%
    mpki                             |       0.06 |       0.05 |       0.05 |       0.06 |       0.05
  Cache L3                           |            |            |            |            |           
    num cache accesses               |       3416 |       3315 |       3327 |       3350 |       3314
    num cache misses                 |       2477 |       2411 |       2411 |       2411 |       2411
    miss rate                        |     72.51% |     72.73% |     72.47% |     71.97% |     72.75%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |           
  num dram accesses                  |      12121 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      73.41 |        inf |        inf |        inf |        inf
  average dram queueing delay        |      19.98 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |           
  num loads from dram                |       1143 |       1136 |       1134 |       1133 |       1138
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0
