                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |   60120793 |   60115692 |   60121472 |   60110839 |   60107824 |   60111802 |   60106841 |   60112363 |   60121669
  Cycles                             |  180940914 |  180940914 |  180940914 |  180940914 |  180940914 |  180940914 |  180940914 |  180940914 |  180940914
  IPC                                |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33 |       0.33
  Time (ns)                          |   68022900 |   68022900 |   68022900 |   68022900 |   68022900 |   68022900 |   68022900 |   68022900 |   68022900
  Idle time (ns)                     |        177 |        -12 |        286 |        -31 |        -33 |        -66 |        -44 |        -26 |        -66
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |   10021915 |   10021081 |   10021989 |   10020271 |   10019769 |   10020433 |   10019607 |   10020527 |   10022009
  num incorrect                      |       1450 |       1441 |       1500 |       1441 |       1441 |       1441 |       1441 |       1441 |       1517
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      15183 |      15164 |      15300 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333
    num misses                       |         49 |         48 |         51 |         48 |         48 |         48 |         48 |         48 |         52
    miss rate                        |      0.32% |      0.32% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      39891 |      39846 |      40162 |      39846 |      39846 |      39846 |      39846 |      39846 |      40234
    num misses                       |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |           
    num accesses                     |        124 |        123 |        127 |        123 |        123 |        123 |        123 |        123 |        128
    num misses                       |        119 |        118 |        122 |        118 |        118 |        118 |        118 |        118 |        123
    miss rate                        |     95.97% |     95.93% |     96.06% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     96.09%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15183 |      15164 |      15300 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333
    num cache misses                 |       5942 |       6367 |       5215 |       6180 |       5661 |       6210 |       5968 |       6373 |       5429
    miss rate                        |     39.14% |     41.99% |     34.08% |     40.75% |     37.33% |     40.95% |     39.36% |     42.03% |     35.41%
    mpki                             |       0.10 |       0.11 |       0.09 |       0.10 |       0.09 |       0.10 |       0.10 |       0.11 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39891 |      39846 |      40162 |      39846 |      39846 |      39846 |      39846 |      39846 |      40234
    num cache misses                 |       5988 |       6176 |       5743 |       6102 |       5825 |       6155 |       5921 |       6196 |       5807
    miss rate                        |     15.01% |     15.50% |     14.30% |     15.31% |     14.62% |     15.45% |     14.86% |     15.55% |     14.43%
    mpki                             |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L2                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11967 |      12583 |      10996 |      12318 |      11524 |      12402 |      11928 |      12611 |      11277
    num cache misses                 |       6744 |       7157 |       6875 |       7248 |       7014 |       7020 |       7321 |       6941 |       6790
    miss rate                        |     56.35% |     56.88% |     62.52% |     58.84% |     60.86% |     56.60% |     61.38% |     55.04% |     60.21%
    mpki                             |       0.11 |       0.12 |       0.11 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.11
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |       6781 |       7198 |       6914 |       7286 |       7054 |       7058 |       7360 |       6983 |       6833
    num cache misses                 |       2522 |       2517 |       2555 |       2519 |       2536 |       2531 |       2552 |       2520 |       2578
    miss rate                        |     37.19% |     34.97% |     36.95% |     34.57% |     35.95% |     35.86% |     34.67% |     36.09% |     37.73%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      23151 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      79.71 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      26.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1220 |       1240 |       1218 |       1234 |       1247 |       1241 |       1252 |       1236 |       1229
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
