                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6    
  Instructions                       |   60121649 |   60115963 |   60112605 |   60109660 |   60106573 |   60120976 |   60109269
  Cycles                             |  140789810 |  140789810 |  140789810 |  140789810 |  140789810 |  140789810 |  140789810
  IPC                                |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43 |       0.43
  Time (ns)                          |   52928500 |   52928500 |   52928500 |   52928500 |   52928500 |   52928500 |   52928500
  Idle time (ns)                     |        -81 |        -81 |        -40 |        -27 |         11 |        164 |        -29
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |           
  num correct                        |   10022011 |   10021130 |   10020571 |   10020080 |   10019567 |   10021937 |   10020015
  num incorrect                      |       1515 |       1437 |       1437 |       1437 |       1437 |       1458 |       1437
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15164 |      15164 |      15204 |      15164
    num misses                       |         52 |         48 |         48 |         48 |         48 |         49 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |           
    num accesses                     |      40222 |      39845 |      39845 |      39845 |      39845 |      39954 |      39845
    num misses                       |         73 |         72 |         72 |         72 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |           
    num accesses                     |        125 |        120 |        120 |        120 |        120 |        121 |        120
    num misses                       |        123 |        118 |        118 |        118 |        118 |        119 |        118
    miss rate                        |     98.40% |     98.33% |     98.33% |     98.33% |     98.33% |     98.35% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15204 |      15164
    num cache misses                 |       4803 |       5012 |       5072 |       4918 |       4820 |       4781 |       4883
    miss rate                        |     31.32% |     33.05% |     33.45% |     32.43% |     31.79% |     31.45% |     32.20%
    mpki                             |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08 |       0.08
  Cache L1-D                         |            |            |            |            |            |            |           
    num cache accesses               |      40222 |      39845 |      39845 |      39845 |      39845 |      39954 |      39845
    num cache misses                 |       4496 |       4572 |       4630 |       4540 |       4471 |       4499 |       4531
    miss rate                        |     11.18% |     11.47% |     11.62% |     11.39% |     11.22% |     11.26% |     11.37%
    mpki                             |       0.07 |       0.08 |       0.08 |       0.08 |       0.07 |       0.07 |       0.08
  Cache L2                           |            |            |            |            |            |            |           
    num cache accesses               |       9333 |       9616 |       9734 |       9491 |       9323 |       9312 |       9447
    num cache misses                 |       3640 |       3604 |       3610 |       3556 |       3578 |       3585 |       3574
    miss rate                        |     39.00% |     37.48% |     37.09% |     37.47% |     38.38% |     38.50% |     37.83%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L3                           |            |            |            |            |            |            |           
    num cache accesses               |       3676 |       3639 |       3645 |       3592 |       3614 |       3620 |       3610
    num cache misses                 |       2479 |       2413 |       2413 |       2413 |       2413 |       2432 |       2413
    miss rate                        |     67.44% |     66.31% |     66.20% |     67.18% |     66.77% |     67.18% |     66.84%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |           
  num dram accesses                  |      16980 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      74.89 |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      21.46 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |           
  num loads from dram                |       1145 |       1141 |       1138 |       1145 |       1138 |       1138 |       1138
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0
