                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14    
    num accesses                     |    35536030 |    35638709 |    35846485 |    35831942 |    35748156 |    36019927 |    35791841 |    36018832 |    35956821 |    35991214 |    35962627 |    36023969 |    36047675 |    35969956 |    36055621
    num misses                       |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          69 |          71
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         114
    num misses                       |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         109 |         112
    miss rate                        |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |     100.00% |      98.25%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |     8402226 |     8426486 |     8475576 |     8472140 |     8452345 |     8516552 |     8462664 |     8516295 |     8501643 |     8509768 |     8503015 |     8517508 |     8523112 |     8504747 |     8525013
    num cache misses                 |     2903474 |     2855685 |     2844829 |     2827254 |     2807580 |     2815762 |     2790773 |     2799652 |     2788712 |     2786332 |     2779614 |     2780305 |     2778910 |     2769904 |     2774702
    miss rate                        |      34.56% |      33.89% |      33.57% |      33.37% |      33.22% |      33.06% |      32.98% |      32.87% |      32.80% |      32.74% |      32.69% |      32.64% |      32.60% |      32.57% |      32.55%
    mpki                             |       37.65 |       36.92 |       36.57 |       36.35 |       36.19 |       36.02 |       35.93 |       35.81 |       35.73 |       35.67 |       35.61 |       35.56 |       35.52 |       35.48 |       35.46
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    35536030 |    35638709 |    35846485 |    35831942 |    35748156 |    36019927 |    35791841 |    36018832 |    35956821 |    35991214 |    35962627 |    36023969 |    36047675 |    35969956 |    36055621
    num cache misses                 |    19470146 |    19576778 |    19706402 |    19712183 |    19672951 |    19586962 |    19684684 |    19778773 |    19746798 |    19753142 |    19769762 |    19757438 |    19587816 |    19780420 |    19701263
    miss rate                        |      54.79% |      54.93% |      54.97% |      55.01% |      55.03% |      54.38% |      55.00% |      54.91% |      54.92% |      54.88% |      54.97% |      54.85% |      54.34% |      54.99% |      54.64%
    mpki                             |      252.44 |      253.09 |      253.29 |      253.47 |      253.56 |      250.54 |      253.40 |      253.00 |      253.03 |      252.87 |      253.28 |      252.69 |      250.36 |      253.37 |      251.75
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    22373712 |    22432537 |    22551305 |    22539515 |    22480598 |    22402757 |    22475545 |    22578512 |    22535586 |    22539563 |    22549447 |    22537830 |    22366769 |    22550399 |    22475978
    num cache misses                 |    20572488 |    20718980 |    20675423 |    20681534 |    20806548 |    20420725 |    20804320 |    20643668 |    20654849 |    20643517 |    20715393 |    20649848 |    20450544 |    20775095 |    20603857
    miss rate                        |      91.95% |      92.36% |      91.68% |      91.76% |      92.55% |      91.15% |      92.56% |      91.43% |      91.65% |      91.59% |      91.87% |      91.62% |      91.43% |      92.13% |      91.67%
    mpki                             |      266.74 |      267.86 |      265.74 |      265.93 |      268.17 |      261.20 |      267.81 |      264.06 |      264.66 |      264.27 |      265.40 |      264.11 |      261.38 |      266.11 |      263.29
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    20572587 |    20719057 |    20675500 |    20681615 |    20806623 |    20420764 |    20804413 |    20643763 |    20654934 |    20643607 |    20715467 |    20649944 |    20450592 |    20775177 |    20603875
    num cache misses                 |        9283 |        9652 |        9794 |        9758 |        9887 |        8480 |        9749 |        9615 |        9575 |        9534 |        9855 |        9508 |        8626 |        9769 |        8668
    miss rate                        |       0.05% |       0.05% |       0.05% |       0.05% |       0.05% |       0.04% |       0.05% |       0.05% |       0.05% |       0.05% |       0.05% |       0.05% |       0.04% |       0.05% |       0.04%
    mpki                             |        0.12 |        0.12 |        0.13 |        0.13 |        0.13 |        0.11 |        0.13 |        0.12 |        0.12 |        0.12 |        0.13 |        0.12 |        0.11 |        0.13 |        0.11
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |      155591 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       65.32 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       11.89 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        3373 |        3547 |        3576 |        3571 |        3662 |        2513 |        3565 |        3437 |        3409 |        3337 |        3637 |        3289 |        2501 |        3614 |        2495
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
