                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   40097923 |   40102993 |   40120873 |   40121647 |   40103127 |   40119933 |   40095284 |   40095115 |   40099657 |   40117385 |   40121388 |   40098268 |   40120760 |   40096352 |   40108552 |   40094168
  Cycles                             |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724 |  214665724
  IPC                                |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19 |       0.19
  Time (ns)                          |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400 |   80701400
  Idle time (ns)                     |         48 |         29 |        485 |        -11 |         29 |        101 |        146 |         91 |         70 |         70 |        101 |         70 |        423 |         70 |        -11 |        139
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10016222 |   10017490 |   10021927 |   10022008 |   10017523 |   10021725 |   10015563 |   10015520 |   10016656 |   10021088 |   10021982 |   10016308 |   10021912 |   10015829 |   10018879 |   10015283
  num incorrect                      |       1441 |       1441 |       1453 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1493 |       1441 |       1450 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
