                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15165 |      15187 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15287 |      15165 |      15179 |      15165 |      15165 |      15165
    num misses                       |         48 |         48 |         49 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         50 |         48 |         49 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      39839 |      39916 |      40216 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40139 |      39839 |      39868 |      39839 |      39839 |      39839
    num misses                       |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        124 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        126 |        123 |        124 |        123 |        123 |        123
    num misses                       |        116 |        116 |        117 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        119 |        116 |        117 |        116 |        116 |        116
    miss rate                        |     94.31% |     94.31% |     94.35% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.44% |     94.31% |     94.35% |     94.31% |     94.31% |     94.31%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15165 |      15187 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15287 |      15165 |      15179 |      15165 |      15165 |      15165
    num cache misses                 |       7069 |       6935 |       6111 |       6124 |       6777 |       6145 |       6930 |       6862 |       6934 |       6232 |       6074 |       6999 |       6240 |       6870 |       6713 |       6828
    miss rate                        |     46.61% |     45.73% |     40.24% |     39.94% |     44.69% |     40.52% |     45.70% |     45.25% |     45.72% |     41.09% |     39.73% |     46.15% |     41.11% |     45.30% |     44.27% |     45.02%
    mpki                             |       0.18 |       0.17 |       0.15 |       0.15 |       0.17 |       0.15 |       0.17 |       0.17 |       0.17 |       0.16 |       0.15 |       0.17 |       0.16 |       0.17 |       0.17 |       0.17
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39839 |      39839 |      39916 |      40216 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40139 |      39839 |      39868 |      39839 |      39839 |      39839
    num cache misses                 |      10170 |       9963 |       9216 |       9124 |      10010 |       9355 |       9927 |      10026 |       9921 |       9454 |       9064 |      10152 |       9375 |      10104 |       9754 |       9691
    miss rate                        |     25.53% |     25.01% |     23.09% |     22.69% |     25.13% |     23.48% |     24.92% |     25.17% |     24.90% |     23.73% |     22.58% |     25.48% |     23.52% |     25.36% |     24.48% |     24.33%
    mpki                             |       0.25 |       0.25 |       0.23 |       0.23 |       0.25 |       0.23 |       0.25 |       0.25 |       0.25 |       0.24 |       0.23 |       0.25 |       0.23 |       0.25 |       0.24 |       0.24
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      17269 |      16928 |      15359 |      15280 |      16817 |      15531 |      16887 |      16917 |      16885 |      15716 |      15170 |      17181 |      15645 |      17005 |      16497 |      16550
    num cache misses                 |      14408 |      14261 |      12577 |      12628 |      14354 |      12721 |      14152 |      14317 |      14277 |      13170 |      12496 |      14541 |      12851 |      14349 |      13802 |      13748
    miss rate                        |     83.43% |     84.25% |     81.89% |     82.64% |     85.35% |     81.91% |     83.80% |     84.63% |     84.55% |     83.80% |     82.37% |     84.63% |     82.14% |     84.38% |     83.66% |     83.07%
    mpki                             |       0.36 |       0.36 |       0.31 |       0.31 |       0.36 |       0.32 |       0.35 |       0.36 |       0.36 |       0.33 |       0.31 |       0.36 |       0.32 |       0.36 |       0.34 |       0.34
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14438 |      14291 |      12611 |      12663 |      14385 |      12754 |      14182 |      14350 |      14308 |      13201 |      12530 |      14571 |      12883 |      14380 |      13833 |      13779
    num cache misses                 |       2741 |       2745 |       2732 |       2780 |       2745 |       2721 |       2750 |       2743 |       2731 |       2721 |       2762 |       2735 |       2708 |       2747 |       2728 |       2729
    miss rate                        |     18.98% |     19.21% |     21.66% |     21.95% |     19.08% |     21.33% |     19.39% |     19.11% |     19.09% |     20.61% |     22.04% |     18.77% |     21.02% |     19.10% |     19.72% |     19.81%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      44789 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      95.94 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      42.51 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1422 |       1424 |       1401 |       1407 |       1425 |       1408 |       1437 |       1429 |       1422 |       1417 |       1397 |       1418 |       1389 |       1432 |       1415 |       1413
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
