                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   60103384 |   60098481 |   60105250 |   60099880 |   60102057 |   60095133 |   60094407 |   60108147 |   60092487 |   60121668
  Cycles                             |  200778130 |  200778130 |  200778130 |  200778130 |  200778130 |  200778130 |  200778130 |  200778130 |  200778130 |  200778130
  IPC                                |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30
  Time (ns)                          |   75480500 |   75480500 |   75480500 |   75480500 |   75480500 |   75480500 |   75480500 |   75480500 |   75480500 |   75480500
  Idle time (ns)                     |         17 |         71 |         71 |         54 |        -32 |         11 |        106 |         53 |        106 |        -32
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019033 |   10018216 |   10019345 |   10018450 |   10018812 |   10017658 |   10017537 |   10019828 |   10017218 |   10022011
  num incorrect                      |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1515
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      40233
    num misses                       |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        120 |        125
    num misses                       |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        123
    miss rate                        |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333
    num cache misses                 |       6226 |       6232 |       6359 |       6440 |       6095 |       6028 |       5743 |       5897 |       5575 |       5553
    miss rate                        |     41.06% |     41.10% |     41.93% |     42.47% |     40.19% |     39.75% |     37.87% |     38.89% |     36.76% |     36.22%
    mpki                             |       0.10 |       0.10 |       0.11 |       0.11 |       0.10 |       0.10 |       0.10 |       0.10 |       0.09 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      40233
    num cache misses                 |       6937 |       6982 |       7044 |       7032 |       6962 |       6907 |       6728 |       6859 |       6579 |       6542
    miss rate                        |     17.41% |     17.52% |     17.68% |     17.65% |     17.47% |     17.33% |     16.89% |     17.21% |     16.51% |     16.26%
    mpki                             |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13194 |      13245 |      13438 |      13505 |      13087 |      12966 |      12505 |      12787 |      12187 |      12129
    num cache misses                 |       9302 |       9515 |       9238 |       9423 |       8919 |       9238 |       9251 |       8966 |       9117 |       8649
    miss rate                        |     70.50% |     71.84% |     68.75% |     69.77% |     68.15% |     71.25% |     73.98% |     70.12% |     74.81% |     71.31%
    mpki                             |       0.15 |       0.16 |       0.15 |       0.16 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.14
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9333 |       9546 |       9273 |       9456 |       8949 |       9271 |       9286 |       8997 |       9150 |       8683
