                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   40119408 |   39494809 |   40121730 |   39482541 |   40121656 |   39476713 |   40120829 |   39481539
  Cycles                             |  106504006 |  106504006 |  106504006 |  106504006 |  106504006 |  106504006 |  106504006 |  106504006
  IPC                                |       0.38 |       0.37 |       0.38 |       0.37 |       0.38 |       0.37 |       0.38 |       0.37
  Time (ns)                          |   40039100 |   40039100 |   40039100 |   40039100 |   40039100 |   40039100 |   40039100 |   40039100
  Idle time (ns)                     |        -62 |        -33 |        -76 |        -76 |        241 |        -19 |        512 |        -62
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10021581 |    9865433 |   10022006 |    9862366 |   10022006 |    9860907 |   10021912 |    9862113
  num incorrect                      |       1442 |       1442 |       1519 |       1442 |       1519 |       1442 |       1451 |       1442
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   20014508 |   19702213 |   20015334 |   19696078 |   20015332 |   19693162 |   20015183 |   19695573
    num misses                       |         48 |         48 |         52 |         48 |         51 |         48 |         49 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      39847 |      40240 |      39847 |      40256 |      39847 |      39868 |      39847
    num misses                       |         73 |         73 |         74 |         73 |         74 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        126 |        121 |        125 |        121 |        122 |        121
    num misses                       |        117 |        117 |        122 |        117 |        121 |        117 |        118 |        117
    miss rate                        |     96.69% |     96.69% |     96.83% |     96.69% |     96.80% |     96.69% |     96.72% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   20014508 |   19702213 |   20015334 |   19696078 |   20015332 |   19693162 |   20015183 |   19695573
    num cache misses                 |     650547 |     650394 |     650811 |     650849 |     650580 |     650619 |     650604 |     650909
    miss rate                        |      3.25% |      3.30% |      3.25% |      3.30% |      3.25% |      3.30% |      3.25% |      3.30%
    mpki                             |      16.22 |      16.47 |      16.22 |      16.48 |      16.22 |      16.48 |      16.22 |      16.49
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      39847 |      40240 |      39847 |      40256 |      39847 |      39868 |      39847
    num cache misses                 |       4976 |       4804 |       5128 |       5094 |       4946 |       5039 |       5069 |       5089
    miss rate                        |     12.49% |     12.06% |     12.74% |     12.78% |     12.29% |     12.65% |     12.71% |     12.77%
    mpki                             |       0.12 |       0.12 |       0.13 |       0.13 |       0.12 |       0.13 |       0.13 |       0.13
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     655555 |     655231 |     655974 |     655975 |     655560 |     655691 |     655706 |     656031
    num cache misses                 |       3731 |       3641 |       3840 |       3753 |       3792 |       3720 |       3789 |       3748
    miss rate                        |      0.57% |      0.56% |      0.59% |      0.57% |      0.58% |      0.57% |      0.58% |      0.57%
    mpki                             |       0.09 |       0.09 |       0.10 |       0.10 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3768 |       3678 |       3879 |       3789 |       3831 |       3757 |       3826 |       3785
    num cache misses                 |       2414 |       2414 |       2481 |       2414 |       2479 |       2414 |       2426 |       2414
    miss rate                        |     64.07% |     65.63% |     63.96% |     63.71% |     64.71% |     64.25% |     63.41% |     63.78%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19456 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.95 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      29.52 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1138 |       1138 |       1144 |       1134 |       1144 |       1140 |       1144 |       1139
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
