                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   60080329 |   60089851 |   60079522 |   60080620 |   60121661 |   60077938 |   60103604 |   60075868 |   60075820 |   60073906 |   60093202 |   60075421 |   60076942 |   60080017 |   60101113
  Cycles                             |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978 |  301040978
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300 |  113173300
  Idle time (ns)                     |        -13 |        -13 |         19 |        -15 |        -48 |        104 |         96 |         75 |        137 |        -16 |         63 |        -48 |         19 |         46 |        104
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10015187 |   10016774 |   10015052 |   10015235 |   10022009 |   10014788 |   10019065 |   10014443 |   10014435 |   10014116 |   10017332 |   10014369 |   10014622 |   10015135 |   10018651
  num incorrect                      |       1441 |       1441 |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      39846 |      39846 |      40228 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num misses                       |         75 |         75 |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        118 |        118 |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     95.93% |     95.93% |     95.93% |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6815 |       6216 |       6640 |       6294 |       5509 |       6861 |       5779 |       6880 |       6654 |       6746 |       5961 |       6721 |       6484 |       6675 |       5893
    miss rate                        |     44.94% |     40.99% |     43.79% |     41.51% |     35.93% |     45.25% |     38.11% |     45.37% |     43.88% |     44.49% |     39.31% |     44.32% |     42.76% |     44.02% |     38.86%
    mpki                             |       0.11 |       0.10 |       0.11 |       0.10 |       0.09 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      39846 |      39846 |      40228 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       9398 |       8962 |       9315 |       9028 |       8212 |       9402 |       8454 |       9364 |       9158 |       9265 |       8788 |       9297 |       9205 |       9312 |       8641
    miss rate                        |     23.59% |     22.49% |     23.38% |     22.66% |     20.41% |     23.60% |     21.22% |     23.50% |     22.98% |     23.25% |     22.05% |     23.33% |     23.10% |     23.37% |     21.69%
    mpki                             |       0.16 |       0.15 |       0.16 |       0.15 |       0.14 |       0.16 |       0.14 |       0.16 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.14
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16252 |      15216 |      15995 |      15362 |      13762 |      16300 |      14272 |      16281 |      15849 |      16049 |      14786 |      16057 |      15728 |      16027 |      14572
    num cache misses                 |      13968 |      13213 |      13820 |      13553 |      11817 |      13875 |      12300 |      13637 |      13294 |      13467 |      12899 |      13546 |      13379 |      13771 |      12549
    miss rate                        |     85.95% |     86.84% |     86.40% |     88.22% |     85.87% |     85.12% |     86.18% |     83.76% |     83.88% |     83.91% |     87.24% |     84.36% |     85.06% |     85.92% |     86.12%
