                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    mpki                             |       0.23 |       0.22 |       0.23 |       0.23 |       0.20 |       0.23 |       0.20 |       0.23 |       0.22 |       0.22 |       0.21 |       0.23 |       0.22 |       0.23 |       0.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14009 |      13255 |      13861 |      13594 |      11862 |      13914 |      12342 |      13675 |      13332 |      13507 |      12941 |      13585 |      13419 |      13811 |      12590
    num cache misses                 |       2710 |       2704 |       2723 |       2719 |       2747 |       2710 |       2688 |       2708 |       2718 |       2722 |       2703 |       2713 |       2708 |       2710 |       2697
    miss rate                        |     19.34% |     20.40% |     19.65% |     20.00% |     23.16% |     19.48% |     21.78% |     19.80% |     20.39% |     20.15% |     20.89% |     19.97% |     20.18% |     19.62% |     21.42%
    mpki                             |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04 |       0.05 |       0.05 |       0.05 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      41854 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     101.32 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      47.89 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1401 |       1395 |       1419 |       1414 |       1377 |       1419 |       1381 |       1415 |       1416 |       1424 |       1397 |       1413 |       1407 |       1410 |       1390
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
