                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     138443 |     138045 |     137952 |     137877 |     138131 |     137986 |     137967 |     137775 |     137719 |     137688 |     137553 |     137490 |     137418 |     137261 |     137241 |     137164
  Cycles                             |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132 |     692132
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200 |     260200
  Idle time (ns)                     |       -164 |       -164 |        -98 |        -99 |        -22 |        -37 |        -99 |         33 |        -38 |        -83 |         48 |        -60 |        -98 |         33 |        -22 |        -37
  Idle time (%)                      |      -0.1% |      -0.1% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      30327 |      30281 |      30277 |      30268 |      30299 |      30281 |      30278 |      30254 |      30249 |      30247 |      30232 |      30230 |      30215 |      30139 |      30128 |      30091
  num incorrect                      |       1519 |       1477 |       1474 |       1472 |       1490 |       1477 |       1476 |       1469 |       1460 |       1458 |       1452 |       1445 |       1443 |       1443 |       1443 |       1443
  misprediction rate                 |      4.77% |      4.65% |      4.64% |      4.64% |      4.69% |      4.65% |      4.65% |      4.63% |      4.60% |      4.60% |      4.58% |      4.56% |      4.56% |      4.57% |      4.57% |      4.58%
