                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   28442050 |   28446511 |   28449176 |   28423372 |   28436279 |   28453589 |   28448757 |   28486769 |   28415618 |   28451925 |   28759195 |   28612596 |   28759986 |   28565306 |   28549899
  Cycles                             |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796 |  272970796
  IPC                                |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.11 |       0.10 |       0.11 |       0.10 |       0.10
  Time (ns)                          |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600 |  102620600
  Idle time (ns)                     |         -2 |         -2 |        314 |        -89 |        204 |        245 |        183 |        176 |        245 |         72 |        626 |         61 |        -89 |        190 |         61
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1053470 |    1053558 |    1053609 |    1053105 |    1053358 |    1053696 |    1053601 |    1054343 |    1052955 |    1053662 |    1059655 |    1056796 |    1059719 |    1055872 |    1055572
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7956 |       7955 |       8006 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2851719 |    2852065 |    2852270 |    2850272 |    2851274 |    2852612 |    2852238 |    2855174 |    2849678 |    2852481 |    2876210 |    2864891 |    2876325 |    2861237 |    2860047
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15612963 |   15615283 |   15616682 |   15603217 |   15609981 |   15618980 |   15616466 |   15636220 |   15599240 |   15618109 |   15777797 |   15701618 |   15778151 |   15677035 |   15669030
    num misses                       |       5631 |       5641 |       5649 |       5587 |       5618 |       5658 |       5648 |       5734 |       5569 |       5654 |       6331 |       6009 |       6344 |       5906 |       5870
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.22 |       0.21 |       0.22 |       0.21 |       0.21
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       5692 |       5702 |       5710 |       5648 |       5679 |       5719 |       5709 |       5795 |       5630 |       5715 |       6392 |       6070 |       6407 |       5967 |       5931
    num misses                       |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        321 |        316 |        333 |        316 |        316
    miss rate                        |      5.55% |      5.54% |      5.53% |      5.59% |      5.56% |      5.53% |      5.54% |      5.45% |      5.61% |      5.53% |      5.02% |      5.21% |      5.20% |      5.30% |      5.33%
