                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2851719 |    2852065 |    2852270 |    2850272 |    2851274 |    2852612 |    2852238 |    2855174 |    2849678 |    2852481 |    2876210 |    2864891 |    2876325 |    2861237 |    2860047
    num cache misses                 |    1765787 |    1755882 |    1747575 |    1751257 |    1744768 |    1743237 |    1744182 |    1738067 |    1740647 |    1740184 |    1700831 |    1717944 |    1698978 |    1722365 |    1724130
    miss rate                        |     61.92% |     61.57% |     61.27% |     61.44% |     61.19% |     61.11% |     61.15% |     60.87% |     61.08% |     61.01% |     59.13% |     59.97% |     59.07% |     60.20% |     60.28%
    mpki                             |      62.08 |      61.73 |      61.43 |      61.61 |      61.36 |      61.27 |      61.31 |      61.01 |      61.26 |      61.16 |      59.14 |      60.04 |      59.07 |      60.30 |      60.39
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15612963 |   15615283 |   15616682 |   15603217 |   15609981 |   15618980 |   15616466 |   15636220 |   15599240 |   15618109 |   15777797 |   15701618 |   15778151 |   15677035 |   15669030
    num cache misses                 |    3946980 |    3948102 |    3944880 |    3965775 |    3968286 |    3964008 |    3978393 |    3956430 |    3960745 |    3969435 |    3948734 |    3941850 |    3959208 |    3932361 |    3953481
    miss rate                        |     25.28% |     25.28% |     25.26% |     25.42% |     25.42% |     25.38% |     25.48% |     25.30% |     25.39% |     25.42% |     25.03% |     25.10% |     25.09% |     25.08% |     25.23%
    mpki                             |     138.77 |     138.79 |     138.66 |     139.53 |     139.55 |     139.31 |     139.84 |     138.89 |     139.39 |     139.51 |     137.30 |     137.77 |     137.66 |     137.66 |     138.48
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5713604 |    5704796 |    5693255 |    5717861 |    5713891 |    5708093 |    5723409 |    5695333 |    5702217 |    5710412 |    5650434 |    5660635 |    5659043 |    5655539 |    5678449
    num cache misses                 |    5147214 |    5158801 |    5153125 |    5180938 |    5181439 |    5179083 |    5191593 |    5160565 |    5168335 |    5176806 |    5094422 |    5108266 |    5103500 |    5118493 |    5134219
    miss rate                        |     90.09% |     90.43% |     90.51% |     90.61% |     90.68% |     90.73% |     90.71% |     90.61% |     90.64% |     90.66% |     90.16% |     90.24% |     90.18% |     90.50% |     90.42%
    mpki                             |     180.97 |     181.35 |     181.13 |     182.28 |     182.21 |     182.02 |     182.49 |     181.16 |     181.88 |     181.95 |     177.14 |     178.53 |     177.45 |     179.19 |     179.83
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5148073 |    5159632 |    5153946 |    5181786 |    5182295 |    5179950 |    5192447 |    5161417 |    5169177 |    5177621 |    5095309 |    5109124 |    5104375 |    5119326 |    5135074
    num cache misses                 |      35855 |      35890 |      35875 |      35857 |      35903 |      35972 |      35922 |      35946 |      35990 |      35909 |      36296 |      35887 |      36370 |      35966 |      35924
    miss rate                        |      0.70% |      0.70% |      0.70% |      0.69% |      0.69% |      0.69% |      0.69% |      0.70% |      0.70% |      0.69% |      0.71% |      0.70% |      0.71% |      0.70% |      0.70%
    mpki                             |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.27 |       1.26 |       1.26 |       1.25 |       1.26 |       1.26 |       1.26
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     686488 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.19 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.76 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34207 |      34194 |      34254 |      34260 |      34278 |      34325 |      34241 |      34259 |      34295 |      34282 |      34562 |      34256 |      34544 |      34228 |      34230
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
