                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   60121161 |   60121084 |   60121445 |   60121288 |   60121671 |   60121373 |   60121324 |   60121173 |   60121091 |   60121029 |   60120943 |   60120795
  Cycles                             |  240432346 |  240432346 |  240432346 |  240432346 |  240432346 |  240432346 |  240432346 |  240432346 |  240432346 |  240432346 |  240432346 |  240432346
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   90388100 |   90388100 |   90388100 |   90388100 |   90388100 |   90388100 |   90388100 |   90388100 |   90388100 |   90388100 |   90388100 |   90388100
  Idle time (ns)                     |         -2 |        -52 |         44 |         -9 |        -84 |        -52 |          8 |         -2 |        -77 |          8 |        -12 |        -12
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021958 |   10021948 |   10021988 |   10021971 |   10022010 |   10021983 |   10021976 |   10021960 |   10021950 |   10021940 |   10021930 |   10021916
  num incorrect                      |       1471 |       1467 |       1496 |       1479 |       1516 |       1489 |       1483 |       1471 |       1469 |       1466 |       1456 |       1449
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15244 |      15228 |      15296 |      15266 |      15333 |      15283 |      15273 |      15246 |      15230 |      15219 |      15196 |      15183
    num misses                       |         49 |         49 |         51 |         50 |         52 |         50 |         50 |         49 |         49 |         49 |         49 |         49
    miss rate                        |      0.32% |      0.32% |      0.33% |      0.33% |      0.34% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40025 |      39997 |      40178 |      40096 |      40234 |      40136 |      40113 |      40039 |      39998 |      39976 |      39950 |      39892
    num misses                       |        158 |        158 |        159 |        159 |        159 |        159 |        159 |        158 |        158 |        158 |        158 |        158
    miss rate                        |      0.39% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.39% |      0.40% |      0.40% |      0.40% |      0.40%
