                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    num cache accesses               |      15164 |      15184 |      15164 |      15164 |      15164 |      15333 |      15164 |      15248 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       7124 |       5770 |       6831 |       6139 |       6611 |       5669 |       6200 |       5773 |       6825 |       6553 |       6903 |       6822 |       6985 |       6972 |       6533
    miss rate                        |     46.98% |     38.00% |     45.05% |     40.48% |     43.60% |     36.97% |     40.89% |     37.86% |     45.01% |     43.21% |     45.52% |     44.99% |     46.06% |     45.98% |     43.08%
    mpki                             |       0.12 |       0.10 |       0.11 |       0.10 |       0.11 |       0.09 |       0.10 |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.12 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39887 |      39845 |      39845 |      39845 |      40227 |      39845 |      40039 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       9864 |       8726 |       9524 |       8903 |       9554 |       8523 |       8999 |       8678 |       9266 |       9303 |       9674 |       9537 |       9761 |       9648 |       9406
    miss rate                        |     24.76% |     21.88% |     23.90% |     22.34% |     23.98% |     21.19% |     22.59% |     21.67% |     23.26% |     23.35% |     24.28% |     23.94% |     24.50% |     24.21% |     23.61%
    mpki                             |       0.16 |       0.15 |       0.16 |       0.15 |       0.16 |       0.14 |       0.15 |       0.14 |       0.15 |       0.15 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      17018 |      14528 |      16385 |      15076 |      16195 |      14229 |      15229 |      14484 |      16121 |      15886 |      16607 |      16388 |      16776 |      16649 |      15968
    num cache misses                 |      14065 |      12062 |      13605 |      12646 |      13782 |      11748 |      12707 |      11948 |      13201 |      13274 |      13912 |      13486 |      13896 |      13804 |      13519
    miss rate                        |     82.65% |     83.03% |     83.03% |     83.88% |     85.10% |     82.56% |     83.44% |     82.49% |     81.89% |     83.56% |     83.77% |     82.29% |     82.83% |     82.91% |     84.66%
    mpki                             |       0.23 |       0.20 |       0.23 |       0.21 |       0.23 |       0.20 |       0.21 |       0.20 |       0.22 |       0.22 |       0.23 |       0.22 |       0.23 |       0.23 |       0.22
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14095 |      12096 |      13636 |      12682 |      13812 |      11787 |      12737 |      11983 |      13231 |      13304 |      13943 |      13517 |      13926 |      13834 |      13548
    num cache misses                 |       2659 |       2657 |       2662 |       2645 |       2663 |       2706 |       2636 |       2657 |       2655 |       2650 |       2654 |       2648 |       2656 |       2663 |       2661
    miss rate                        |     18.86% |     21.97% |     19.52% |     20.86% |     19.28% |     22.96% |     20.70% |     22.17% |     20.07% |     19.92% |     19.03% |     19.59% |     19.07% |     19.25% |     19.64%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40434 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1372 |       1357 |       1380 |       1363 |       1364 |       1350 |       1346 |       1344 |       1374 |       1363 |       1371 |       1360 |       1377 |       1380 |       1371
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
