                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   60091090 |   60120833 |   60093922 |   60110247 |   60098786 |   60121660 |   60110992 |   60121180 |   60091161 |   60103478 |   60092013 |   60090091 |   60092101 |   60091663 |   60098212
  Cycles                             |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420 |  301210420
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000 |  113237000
  Idle time (ns)                     |        -34 |       1049 |         -4 |         78 |         49 |        -57 |        -34 |        114 |         38 |         12 |        -57 |         12 |        104 |         27 |         -4
  Idle time (%)                      |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10016985 |   10021924 |   10017456 |   10020177 |   10018267 |   10022011 |   10020301 |   10021962 |   10016996 |   10019049 |   10017138 |   10016817 |   10017152 |   10017080 |   10018171
  num incorrect                      |       1437 |       1447 |       1437 |       1437 |       1437 |       1515 |       1437 |       1469 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15184 |      15164 |      15164 |      15164 |      15333 |      15164 |      15248 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         49 |         48 |         48 |         48 |         52 |         48 |         49 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      39887 |      39845 |      39845 |      39845 |      40227 |      39845 |      40039 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |         72 |         72 |         72 |         72 |         72 |         73 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        120 |        121 |        120 |        120 |        120 |        125 |        120 |        121 |        120 |        120 |        120 |        120 |        120 |        120 |        120
    num misses                       |        118 |        119 |        118 |        118 |        118 |        123 |        118 |        119 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     98.33% |     98.35% |     98.33% |     98.33% |     98.33% |     98.40% |     98.33% |     98.35% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
