                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |     121065 |     120517 |     120575 |     120799 |     121632 |     120484 |     120702 |     119195 |     118906 |     119219
  Cycles                             |     845880 |     845880 |     845880 |     845880 |     845880 |     845880 |     845880 |     845880 |     845880 |     845880
  IPC                                |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |     318000 |     318000 |     318000 |     318000 |     318000 |     318000 |     318000 |     318000 |     318000 |     318000
  Idle time (ns)                     |        436 |        807 |        333 |        882 |       -319 |        -97 |         97 |         97 |       -319 |        717
  Idle time (%)                      |       0.1% |       0.3% |       0.1% |       0.3% |      -0.1% |      -0.0% |       0.0% |       0.0% |      -0.1% |       0.2%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21948 |      21905 |      21908 |      21918 |      22012 |      21904 |      21915 |      21640 |      21592 |      21644
  num incorrect                      |       1466 |       1429 |       1435 |       1447 |       1514 |       1428 |       1438 |       1381 |       1370 |       1381
  misprediction rate                 |      6.26% |      6.12% |      6.15% |      6.19% |      6.44% |      6.12% |      6.16% |      6.00% |      5.97% |      6.00%
  mpki                               |      12.11 |      11.86 |      11.90 |      11.98 |      12.45 |      11.85 |      11.91 |      11.59 |      11.52 |      11.58
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15224 |      15132 |      15142 |      15181 |      15330 |      15129 |      15164 |      15024 |      15001 |      15027
    num misses                       |         49 |         47 |         47 |         49 |         52 |         46 |         48 |         45 |         45 |         45
    miss rate                        |      0.32% |      0.31% |      0.31% |      0.32% |      0.34% |      0.30% |      0.32% |      0.30% |      0.30% |      0.30%
    mpki                             |       0.40 |       0.39 |       0.39 |       0.41 |       0.43 |       0.38 |       0.40 |       0.38 |       0.38 |       0.38
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39986 |      39720 |      39740 |      39865 |      40203 |      39720 |      39831 |      39559 |      39504 |      39563
    num misses                       |         76 |         76 |         76 |         76 |         77 |         76 |         76 |         76 |         76 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.64 |       0.64 |       0.64
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        123 |        123 |        125 |        129 |        122 |        124 |        121 |        121 |        121
    num misses                       |        119 |        117 |        117 |        119 |        123 |        116 |        118 |        115 |        115 |        115
    miss rate                        |     95.20% |     95.12% |     95.12% |     95.20% |     95.35% |     95.08% |     95.16% |     95.04% |     95.04% |     95.04%
    mpki                             |       0.98 |       0.97 |       0.97 |       0.99 |       1.01 |       0.96 |       0.98 |       0.96 |       0.97 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15224 |      15132 |      15142 |      15181 |      15330 |      15129 |      15164 |      15024 |      15001 |      15027
    num cache misses                 |       5619 |       5922 |       6025 |       5893 |       5353 |       5964 |       5905 |       5655 |       5271 |       5956
    miss rate                        |     36.91% |     39.14% |     39.79% |     38.82% |     34.92% |     39.42% |     38.94% |     37.64% |     35.14% |     39.64%
    mpki                             |      46.41 |      49.14 |      49.97 |      48.78 |      44.01 |      49.50 |      48.92 |      47.44 |      44.33 |      49.96
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39986 |      39720 |      39740 |      39865 |      40203 |      39720 |      39831 |      39559 |      39504 |      39563
    num cache misses                 |       6628 |       6857 |       6941 |       6817 |       6370 |       6911 |       6866 |       6701 |       6480 |       6927
    miss rate                        |     16.58% |     17.26% |     17.47% |     17.10% |     15.84% |     17.40% |     17.24% |     16.94% |     16.40% |     17.51%
    mpki                             |      54.75 |      56.90 |      57.57 |      56.43 |      52.37 |      57.36 |      56.88 |      56.22 |      54.50 |      58.10
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12282 |      12813 |      12999 |      12744 |      11760 |      12908 |      12805 |      12391 |      11784 |      12917
    num cache misses                 |       9400 |       9720 |       9730 |       9426 |       8948 |       9582 |       9443 |       9214 |       9339 |       9566
    miss rate                        |     76.53% |     75.86% |     74.85% |     73.96% |     76.09% |     74.23% |     73.74% |     74.36% |     79.25% |     74.06%
    mpki                             |      77.64 |      80.65 |      80.70 |      78.03 |      73.57 |      79.53 |      78.23 |      77.30 |      78.54 |      80.24
