                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |   60121712 |   60121608 |   60121497 |   60121361 |   60121279 |   60121287 |   60121187 |   60121120 |   60121080 |   60121028 |   60121006
  Cycles                             |  220388448 |  220388448 |  220388448 |  220388448 |  220388448 |  220388448 |  220388448 |  220388448 |  220388448 |  220388448 |  220388448
  IPC                                |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27 |       0.27
  Time (ns)                          |   82852800 |   82852800 |   82852800 |   82852800 |   82852800 |   82852800 |   82852800 |   82852800 |   82852800 |   82852800 |   82852800
  Idle time (ns)                     |       -124 |        -82 |        -37 |        -12 |          2 |       -124 |        -25 |        -39 |        -23 |        -82 |        -94
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022011 |   10022010 |   10022000 |   10021984 |   10021973 |   10021968 |   10021962 |   10021955 |   10021949 |   10021942 |   10021940
  num incorrect                      |       1515 |       1515 |       1501 |       1485 |       1476 |       1472 |       1469 |       1469 |       1466 |       1464 |       1463
  misprediction rate                 |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15330 |      15312 |      15282 |      15265 |      15254 |      15249 |      15239 |      15228 |      15219 |      15213
    num misses                       |         52 |         51 |         51 |         50 |         50 |         50 |         49 |         49 |         49 |         49 |         49
    miss rate                        |      0.34% |      0.33% |      0.33% |      0.33% |      0.33% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40251 |      40251 |      40202 |      40134 |      40094 |      40046 |      40048 |      40011 |      39997 |      39977 |      39968
    num misses                       |         73 |         73 |         73 |         73 |         73 |         72 |         72 |         72 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        125 |        124 |        124 |        123 |        123 |        122 |        121 |        121 |        121 |        121 |        121
    num misses                       |        123 |        122 |        122 |        121 |        121 |        120 |        119 |        119 |        119 |        119 |        119
    miss rate                        |     98.40% |     98.39% |     98.39% |     98.37% |     98.37% |     98.36% |     98.35% |     98.35% |     98.35% |     98.35% |     98.35%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15330 |      15312 |      15282 |      15265 |      15254 |      15249 |      15239 |      15228 |      15219 |      15213
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40251 |      40251 |      40202 |      40134 |      40094 |      40046 |      40048 |      40011 |      39997 |      39977 |      39968
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
