                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |    6723956 |    6724729 |    6727770 |    6725604 |    6726520 |    6726431 |    6725935 |    6723244 |    6723147 |    6722332 |    6728824 |    6728108 |    6727018 |    6724540
  Cycles                             |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272 |   38807272
  IPC                                |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17 |       0.17
  Time (ns)                          |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200 |   14589200
  Idle time (ns)                     |        160 |        -17 |        112 |         53 |        123 |        226 |         47 |         89 |        -17 |        104 |        -23 |        -23 |         29 |        123
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     259529 |     259546 |     259605 |     259563 |     259580 |     259579 |     259569 |     259516 |     259514 |     259498 |     259678 |     259619 |     259590 |     259541
  num incorrect                      |       3911 |       3911 |       3911 |       3911 |       3911 |       3911 |       3911 |       3911 |       3911 |       3911 |       3961 |       3914 |       3911 |       3911
  misprediction rate                 |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.48% |      1.50% |      1.49% |      1.48% |      1.48%
  mpki                               |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.58 |       0.59 |       0.58 |       0.58 |       0.58
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     680207 |     680269 |     680504 |     680337 |     680406 |     680401 |     680362 |     680154 |     680146 |     680083 |     680639 |     680534 |     680445 |     680253
    num misses                       |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         62 |         60 |         60 |         60
