                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |     114531 |     120832 |     120856 |     113581 |     116027 |     121632 |     119704 |     114854 |     115806 |     116190 |     113599 |     111591 |     121453 |     117342 |     120639 |     112231
  Cycles                             |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358 |    1240358
  IPC                                |       0.09 |       0.10 |       0.10 |       0.09 |       0.09 |       0.10 |       0.10 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.10 |       0.09 |       0.10 |       0.09
  Time (ns)                          |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300 |     466300
  Idle time (ns)                     |        -47 |        669 |        564 |         79 |        -81 |        -93 |         -2 |        -45 |        -25 |        -93 |        -81 |        -20 |        107 |        564 |       2295 |         21
  Idle time (%)                      |      -0.0% |       0.1% |       0.1% |       0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.1% |       0.5% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21037 |      21934 |      21939 |      20912 |      21234 |      22023 |      21761 |      21078 |      21202 |      21251 |      20916 |      20647 |      22001 |      21406 |      21922 |      20737
  num incorrect                      |       1320 |       1437 |       1438 |       1314 |       1327 |       1503 |       1385 |       1323 |       1327 |       1329 |       1314 |       1297 |       1485 |       1336 |       1426 |       1303
  misprediction rate                 |      5.90% |      6.15% |      6.15% |      5.91% |      5.88% |      6.39% |      5.98% |      5.91% |      5.89% |      5.89% |      5.91% |      5.91% |      6.32% |      5.87% |      6.11% |      5.91%
  mpki                               |      11.53 |      11.89 |      11.90 |      11.57 |      11.44 |      12.36 |      11.57 |      11.52 |      11.46 |      11.44 |      11.57 |      11.62 |      12.23 |      11.39 |      11.82 |      11.61
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
