                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num accesses                     |      14529 |      15182 |      15182 |      14433 |      14701 |      15330 |      15058 |      14570 |      14674 |      14707 |      14434 |      14229 |      15294 |      14848 |      15153 |      14298
    num misses                       |         41 |         49 |         49 |         41 |         41 |         52 |         45 |         41 |         41 |         41 |         41 |         41 |         51 |         41 |         47 |         41
    miss rate                        |      0.28% |      0.32% |      0.32% |      0.28% |      0.28% |      0.34% |      0.30% |      0.28% |      0.28% |      0.28% |      0.28% |      0.29% |      0.33% |      0.28% |      0.31% |      0.29%
    mpki                             |       0.36 |       0.41 |       0.41 |       0.36 |       0.35 |       0.43 |       0.38 |       0.36 |       0.35 |       0.35 |       0.36 |       0.37 |       0.42 |       0.35 |       0.39 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      37837 |      39897 |      39904 |      37499 |      38417 |      40203 |      39631 |      37965 |      38328 |      38463 |      37509 |      36726 |      40168 |      38919 |      39797 |      37005
    num misses                       |        110 |        117 |        117 |        110 |        110 |        118 |        116 |        110 |        110 |        110 |        110 |        106 |        118 |        111 |        117 |        106
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.96 |       0.97 |       0.97 |       0.97 |       0.95 |       0.97 |       0.97 |       0.96 |       0.95 |       0.95 |       0.97 |       0.95 |       0.97 |       0.95 |       0.97 |       0.94
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        151 |        166 |        166 |        151 |        151 |        170 |        161 |        151 |        151 |        151 |        151 |        147 |        169 |        152 |        164 |        147
    num misses                       |        107 |        117 |        117 |        107 |        107 |        121 |        114 |        107 |        107 |        107 |        107 |        107 |        120 |        107 |        115 |        107
    miss rate                        |     70.86% |     70.48% |     70.48% |     70.86% |     70.86% |     71.18% |     70.81% |     70.86% |     70.86% |     70.86% |     70.86% |     72.79% |     71.01% |     70.39% |     70.12% |     72.79%
    mpki                             |       0.93 |       0.97 |       0.97 |       0.94 |       0.92 |       0.99 |       0.95 |       0.93 |       0.92 |       0.92 |       0.94 |       0.96 |       0.99 |       0.91 |       0.95 |       0.95
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14529 |      15182 |      15182 |      14433 |      14701 |      15330 |      15058 |      14570 |      14674 |      14707 |      14434 |      14229 |      15294 |      14848 |      15153 |      14298
    num cache misses                 |       6603 |       6054 |       6032 |       6314 |       6574 |       5900 |       6137 |       6376 |       6346 |       6604 |       6326 |       6301 |       5821 |       6699 |       6073 |       6113
    miss rate                        |     45.45% |     39.88% |     39.73% |     43.75% |     44.72% |     38.49% |     40.76% |     43.76% |     43.25% |     44.90% |     43.83% |     44.28% |     38.06% |     45.12% |     40.08% |     42.75%
    mpki                             |      57.65 |      50.10 |      49.91 |      55.59 |      56.66 |      48.51 |      51.27 |      55.51 |      54.80 |      56.84 |      55.69 |      56.47 |      47.93 |      57.09 |      50.34 |      54.47
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      37837 |      39897 |      39904 |      37499 |      38417 |      40203 |      39631 |      37965 |      38328 |      38463 |      37509 |      36726 |      40168 |      38919 |      39797 |      37005
    num cache misses                 |       9627 |       9129 |       9230 |       9462 |       9732 |       8937 |       9269 |       9603 |       9492 |       9652 |       9607 |       9353 |       8807 |       9828 |       9150 |       9264
    miss rate                        |     25.44% |     22.88% |     23.13% |     25.23% |     25.33% |     22.23% |     23.39% |     25.29% |     24.77% |     25.09% |     25.61% |     25.47% |     21.93% |     25.25% |     22.99% |     25.03%
    mpki                             |      84.06 |      75.55 |      76.37 |      83.31 |      83.88 |      73.48 |      77.43 |      83.61 |      81.96 |      83.07 |      84.57 |      83.82 |      72.51 |      83.76 |      75.85 |      82.54
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16261 |      15218 |      15296 |      15807 |      16338 |      14875 |      15439 |      16010 |      15869 |      16288 |      15964 |      15684 |      14663 |      16559 |      15256 |      15406
    num cache misses                 |      13807 |      12689 |      12731 |      13521 |      14013 |      12326 |      13049 |      13705 |      13712 |      13814 |      13866 |      13334 |      12186 |      13932 |      12761 |      13317
    miss rate                        |     84.91% |     83.38% |     83.23% |     85.54% |     85.77% |     82.86% |     84.52% |     85.60% |     86.41% |     84.81% |     86.86% |     85.02% |     83.11% |     84.14% |     83.65% |     86.44%
    mpki                             |     120.55 |     105.01 |     105.34 |     119.04 |     120.77 |     101.34 |     109.01 |     119.33 |     118.40 |     118.89 |     122.06 |     119.49 |     100.34 |     118.73 |     105.78 |     118.66
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13838 |      12725 |      12767 |      13552 |      14045 |      12365 |      13083 |      13736 |      13743 |      13846 |      13897 |      13364 |      12223 |      13964 |      12795 |      13346
    num cache misses                 |       2553 |       2690 |       2695 |       2570 |       2580 |       2745 |       2623 |       2561 |       2580 |       2569 |       2560 |       2544 |       2726 |       2587 |       2675 |       2529
    miss rate                        |     18.45% |     21.14% |     21.11% |     18.96% |     18.37% |     22.20% |     20.05% |     18.64% |     18.77% |     18.55% |     18.42% |     19.04% |     22.30% |     18.53% |     20.91% |     18.95%
    mpki                             |      22.29 |      22.26 |      22.30 |      22.63 |      22.24 |      22.57 |      21.91 |      22.30 |      22.28 |      22.11 |      22.54 |      22.80 |      22.44 |      22.05 |      22.17 |      22.53
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      42377 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     101.39 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      47.96 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     76.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1357 |       1365 |       1369 |       1371 |       1375 |       1364 |       1368 |       1364 |       1371 |       1365 |       1369 |       1342 |       1365 |       1373 |       1368 |       1343
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
