                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    num cache misses                 |    2874997 |    2835779 |    2818625 |    2828157 |    2801524 |    2809664 |    2785940 |    2780182 |    2774985 |    2770797 |    2769372 |    2769810 |    2769828 |    2769826 |    2758238
    miss rate                        |     34.13% |     33.74% |     33.46% |     33.22% |     33.11% |     32.96% |     32.90% |     32.82% |     32.75% |     32.70% |     32.65% |     32.61% |     32.58% |     32.55% |     32.52%
    mpki                             |      37.18 |      36.75 |      36.45 |      36.19 |      36.07 |      35.90 |      35.84 |      35.75 |      35.68 |      35.62 |      35.57 |      35.52 |      35.49 |      35.46 |      35.43
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   35625654 |   35550889 |   35624864 |   36009020 |   35782617 |   36055608 |   35812322 |   35829865 |   35831925 |   35841125 |   35873076 |   35925583 |   35960310 |   35993242 |   35869370
    num cache misses                 |   17165812 |   17147173 |   17183889 |   17156574 |   17258909 |   17170006 |   17276425 |   17239169 |   17315095 |   17305330 |   17319393 |   17288547 |   17292407 |   17291189 |   17323453
    miss rate                        |     48.18% |     48.23% |     48.24% |     47.65% |     48.23% |     47.62% |     48.24% |     48.11% |     48.32% |     48.28% |     48.28% |     48.12% |     48.09% |     48.04% |     48.30%
    mpki                             |     222.01 |     222.23 |     222.24 |     219.52 |     222.23 |     219.41 |     222.27 |     221.68 |     222.64 |     222.46 |     222.44 |     221.72 |     221.56 |     221.34 |     222.52
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20040861 |   19983029 |   20002580 |   19984764 |   20060491 |   19979712 |   20062431 |   20019414 |   20090127 |   20076150 |   20088784 |   20058410 |   20062298 |   20061096 |   20081725
    num cache misses                 |   18185118 |   18314486 |   18291757 |   17947018 |   18259814 |   17909330 |   18246522 |   18243442 |   18332514 |   18293291 |   18300929 |   18220052 |   18182131 |   18131564 |   18304981
    miss rate                        |     90.74% |     91.65% |     91.45% |     89.80% |     91.02% |     89.64% |     90.95% |     91.13% |     91.25% |     91.12% |     91.10% |     90.83% |     90.63% |     90.38% |     91.15%
    mpki                             |     235.19 |     237.36 |     236.57 |     229.63 |     235.12 |     228.85 |     234.75 |     234.60 |     235.73 |     235.16 |     235.05 |     233.67 |     232.96 |     232.10 |     235.13
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   18185183 |   18314573 |   18291833 |   17947059 |   18259884 |   17909379 |   18246598 |   18243513 |   18332569 |   18293320 |   18300953 |   18220106 |   18182201 |   18131653 |   18305019
    num cache misses                 |      10332 |      11207 |      11473 |       9658 |      11683 |       9949 |      11880 |       9960 |      10200 |      10954 |      10064 |      10380 |      10395 |      10502 |      10349
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.05% |      0.06% |      0.06% |      0.07% |      0.05% |      0.06% |      0.06% |      0.05% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.13 |       0.15 |       0.15 |       0.12 |       0.15 |       0.13 |       0.15 |       0.13 |       0.13 |       0.14 |       0.13 |       0.13 |       0.13 |       0.13 |       0.13
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     161850 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      63.05 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       9.62 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1636 |       1723 |       1708 |       1510 |       1660 |       1507 |       1745 |       1569 |       1531 |       1559 |       1509 |       1581 |       1647 |       1619 |       1520
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
