                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |    9978935 |    9844144 |    9866186 |    9951679 |    9863298 |    9979057 |    9888702 |    9940747 |    9890464 |    9904920 |    9930658 |    9894980
  Cycles                             |   89979820 |   89979820 |   89979820 |   89979820 |   89979820 |   89979820 |   89979820 |   89979820 |   89979820 |   89979820 |   89979820 |   89979820
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |   33827000 |   33827000 |   33827000 |   33827000 |   33827000 |   33827000 |   33827000 |   33827000 |   33827000 |   33827000 |   33827000 |   33827000
  Idle time (ns)                     |       1349 |        211 |        116 |          7 |         68 |        -81 |          7 |        179 |        -81 |         -3 |        211 |         68
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     301055 |     297253 |     297865 |     300232 |     297783 |     301064 |     298488 |     299930 |     298537 |     298938 |     299651 |     298662
  num incorrect                      |       1534 |       1467 |       1467 |       1467 |       1467 |       1544 |       1467 |       1467 |       1467 |       1467 |       1467 |       1467
  misprediction rate                 |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.51% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49% |      0.49%
  mpki                               |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    1097169 |    1082396 |    1084804 |    1094133 |    1084485 |    1097185 |    1087260 |    1092941 |    1087453 |    1089031 |    1091840 |    1087945
