                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num misses                       |         51 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    4596298 |    4534290 |    4544433 |    4583770 |    4543102 |    4596308 |    4554792 |    4578739 |    4555603 |    4562252 |    4574096 |    4557683
    num misses                       |         94 |         92 |         92 |         92 |         92 |         94 |         92 |         92 |         92 |         92 |         92 |         92
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        145 |        140 |        140 |        140 |        140 |        146 |        140 |        140 |        140 |        140 |        140 |        140
    num misses                       |        133 |        129 |        129 |        129 |        129 |        134 |        129 |        129 |        129 |        129 |        129 |        129
    miss rate                        |     91.72% |     92.14% |     92.14% |     92.14% |     92.14% |     91.78% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14% |     92.14%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1097169 |    1082396 |    1084804 |    1094133 |    1084485 |    1097185 |    1087260 |    1092941 |    1087453 |    1089031 |    1091840 |    1087945
    num cache misses                 |     375350 |     366529 |     363514 |     363011 |     359325 |     359962 |     357002 |     357590 |     355568 |     355399 |     355417 |     354120
    miss rate                        |     34.21% |     33.86% |     33.51% |     33.18% |     33.13% |     32.81% |     32.84% |     32.72% |     32.70% |     32.63% |     32.55% |     32.55%
    mpki                             |      37.61 |      37.23 |      36.84 |      36.48 |      36.43 |      36.07 |      36.10 |      35.97 |      35.95 |      35.88 |      35.79 |      35.79
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4596298 |    4534290 |    4544433 |    4583770 |    4543102 |    4596308 |    4554792 |    4578739 |    4555603 |    4562252 |    4574096 |    4557683
    num cache misses                 |    1490718 |    1647942 |    1715382 |    1534490 |    1700746 |    1525511 |    1726946 |    1617317 |    1730038 |    1716680 |    1657612 |    1726848
    miss rate                        |     32.43% |     36.34% |     37.75% |     33.48% |     37.44% |     33.19% |     37.91% |     35.32% |     37.98% |     37.63% |     36.24% |     37.89%
    mpki                             |     149.39 |     167.40 |     173.86 |     154.19 |     172.43 |     152.87 |     174.64 |     162.70 |     174.92 |     173.32 |     166.92 |     174.52
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1866117 |    2014517 |    2078942 |    1897546 |    2060118 |    1885520 |    2083993 |    1974950 |    2085653 |    2072125 |    2013072 |    2081013
    num cache misses                 |    1674305 |    1714662 |    1724646 |    1707524 |    1723687 |    1695066 |    1725370 |    1724007 |    1724259 |    1722531 |    1723676 |    1723774
    miss rate                        |     89.72% |     85.12% |     82.96% |     89.99% |     83.67% |     89.90% |     82.79% |     87.29% |     82.67% |     83.13% |     85.62% |     82.83%
    mpki                             |     167.78 |     174.18 |     174.80 |     171.58 |     174.76 |     169.86 |     174.48 |     173.43 |     174.34 |     173.91 |     173.57 |     174.21
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1674357 |    1714710 |    1724694 |    1707570 |    1723736 |    1695114 |    1725416 |    1724051 |    1724306 |    1722579 |    1723719 |    1723819
    num cache misses                 |       3711 |       3749 |       3756 |       3745 |       3750 |       3783 |       3758 |       3740 |       3753 |       3752 |       3745 |       3759
    miss rate                        |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22% |      0.22%
    mpki                             |       0.37 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      45985 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      78.07 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.65 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2061 |       2275 |       2299 |       2233 |       2261 |       2197 |       2271 |       2259 |       2258 |       2288 |       2237 |       2303
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
