                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   28581970 |   28412323 |   28406426 |   28419394 |   28424920 |   28380367 |   28427582 |   28385321 |   28402898 |   28400972 |   28457050 |   28759946 |   28442688 |   28452226 |   28569804
  Cycles                             |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638 |  271384638
  IPC                                |       0.11 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.11 |       0.10 |       0.10 |       0.11
  Time (ns)                          |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300 |  102024300
  Idle time (ns)                     |        384 |        116 |        205 |        -57 |         55 |        384 |        116 |         27 |         13 |         27 |        205 |        -57 |        292 |        351 |        278
  Idle time (%)                      |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1056198 |    1052890 |    1052777 |    1053030 |    1053136 |    1052268 |    1053189 |    1052364 |    1052707 |    1052670 |    1053762 |    1059719 |    1053483 |    1053668 |    1055961
  num incorrect                      |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       8006 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2862525 |    2849423 |    2848970 |    2849972 |    2850397 |    2846956 |    2850604 |    2847339 |    2848696 |    2848548 |    2852877 |    2876325 |    2851770 |    2852505 |    2861586
    num misses                       |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         63 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   15685695 |   15597510 |   15594463 |   15601198 |   15604071 |   15580919 |   15605463 |   15583496 |   15592634 |   15591628 |   15620773 |   15778133 |   15613313 |   15618266 |   15679375
    num misses                       |       5946 |       5563 |       5551 |       5579 |       5592 |       5500 |       5598 |       5512 |       5544 |       5542 |       5665 |       6344 |       5632 |       5655 |       5917
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.21 |       0.20 |       0.20 |       0.20 |       0.20 |       0.19 |       0.20 |       0.19 |       0.20 |       0.20 |       0.20 |       0.22 |       0.20 |       0.20 |       0.21
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6007 |       5624 |       5612 |       5640 |       5653 |       5561 |       5659 |       5573 |       5605 |       5603 |       5726 |       6407 |       5693 |       5716 |       5978
    num misses                       |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        333 |        316 |        316 |        316
    miss rate                        |      5.26% |      5.62% |      5.63% |      5.60% |      5.59% |      5.68% |      5.58% |      5.67% |      5.64% |      5.64% |      5.52% |      5.20% |      5.55% |      5.53% |      5.29%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2862525 |    2849423 |    2848970 |    2849972 |    2850397 |    2846956 |    2850604 |    2847339 |    2848696 |    2848548 |    2852877 |    2876325 |    2851770 |    2852505 |    2861586
    num cache misses                 |    1733840 |    1756276 |    1750549 |    1744312 |    1733269 |    1743981 |    1732326 |    1741259 |    1729606 |    1721014 |    1727563 |    1689124 |    1713219 |    1725036 |    1711273
    miss rate                        |     60.57% |     61.64% |     61.44% |     61.20% |     60.81% |     61.26% |     60.77% |     61.15% |     60.72% |     60.42% |     60.56% |     58.73% |     60.08% |     60.47% |     59.80%
    mpki                             |      60.66 |      61.81 |      61.63 |      61.38 |      60.98 |      61.45 |      60.94 |      61.34 |      60.90 |      60.60 |      60.71 |      58.73 |      60.23 |      60.63 |      59.90
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15685695 |   15597510 |   15594463 |   15601198 |   15604071 |   15580919 |   15605463 |   15583496 |   15592634 |   15591628 |   15620773 |   15778133 |   15613313 |   15618266 |   15679375
    num cache misses                 |    3794836 |    3825580 |    3834057 |    3838788 |    3830985 |    3849491 |    3848098 |    3854462 |    3842427 |    3830430 |    3844214 |    3823977 |    3831405 |    3839320 |    3827818
    miss rate                        |     24.19% |     24.53% |     24.59% |     24.61% |     24.55% |     24.71% |     24.66% |     24.73% |     24.64% |     24.57% |     24.61% |     24.24% |     24.54% |     24.58% |     24.41%
    mpki                             |     132.77 |     134.65 |     134.97 |     135.08 |     134.78 |     135.64 |     135.36 |     135.79 |     135.28 |     134.87 |     135.09 |     132.96 |     134.71 |     134.94 |     133.98
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5529491 |    5582690 |    5585435 |    5583940 |    5565117 |    5594316 |    5581291 |    5596552 |    5572866 |    5552304 |    5572642 |    5513971 |    5545484 |    5565190 |    5539919
    num cache misses                 |    5068965 |    5141039 |    5157869 |    5166349 |    5139633 |    5174572 |    5166572 |    5178482 |    5168833 |    5147856 |    5150304 |    5079548 |    5149119 |    5146155 |    5102331
    miss rate                        |     91.67% |     92.09% |     92.34% |     92.52% |     92.35% |     92.50% |     92.57% |     92.53% |     92.75% |     92.72% |     92.42% |     92.12% |     92.85% |     92.47% |     92.10%
    mpki                             |     177.35 |     180.94 |     181.57 |     181.79 |     180.81 |     182.33 |     181.75 |     182.44 |     181.98 |     181.26 |     180.99 |     176.62 |     181.03 |     180.87 |     178.59
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    5069781 |    5141873 |    5158698 |    5167189 |    5140496 |    5175416 |    5167441 |    5179313 |    5169666 |    5148716 |    5151169 |    5080421 |    5149979 |    5146990 |    5103160
    num cache misses                 |      35783 |      35769 |      35763 |      35800 |      35779 |      35772 |      35785 |      35696 |      35793 |      35786 |      35829 |      36177 |      35825 |      35748 |      35759
    miss rate                        |      0.71% |      0.70% |      0.69% |      0.69% |      0.70% |      0.69% |      0.69% |      0.69% |      0.69% |      0.70% |      0.70% |      0.71% |      0.70% |      0.69% |      0.70%
    mpki                             |       1.25 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.26 |       1.25
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     683407 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.22 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.80 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34143 |      34151 |      34176 |      34158 |      34182 |      34160 |      34137 |      34126 |      34171 |      34160 |      34185 |      34373 |      34195 |      34111 |      34114
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
