                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14    
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    26934482 |    26963647 |    26986972 |    26980538 |    26959680 |    26965510 |    17184164 |    27284156 |    27066388 |    26938884 |    26929643 |    26941738 |    26991052 |    27009776 |    26963904
    num cache misses                 |    26931904 |    26961087 |    26984966 |    26978525 |    26957156 |    26963118 |    17181896 |    27282514 |    27063969 |    26936305 |    26927605 |    26939800 |    26988552 |    27007609 |    26961757
    miss rate                        |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99%
    mpki                             |      565.21 |      563.71 |      561.56 |      561.94 |      562.69 |      563.30 |      574.21 |      544.33 |      555.06 |      565.33 |      565.51 |      564.47 |      561.58 |      560.78 |      563.35
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    26931940 |    26961121 |    26985007 |    26978564 |    26957195 |    26963154 |    17181930 |    27282555 |    27064004 |    26936340 |    26927642 |    26939838 |    26988587 |    27007644 |    26961795
    num cache misses                 |        2691 |        2701 |        2668 |        2664 |        2685 |        2680 |        2714 |        2769 |        2705 |        2698 |        2692 |        2707 |        2690 |        2705 |        2706
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.02% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.09 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       41186 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |      101.07 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       47.64 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1396 |        1412 |        1379 |        1376 |        1390 |        1396 |        1425 |        1410 |        1418 |        1400 |        1400 |        1412 |        1402 |        1405 |        1420
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
