                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   70121711 |   70121655 |   70121078 |   70120940 |   70119969 |   70120903
  Cycles                             |  270799970 |  270799970 |  270799970 |  270799970 |  270799970 |  270799970
  IPC                                |       0.26 |       0.26 |       0.26 |       0.26 |       0.26 |       0.26
  Time (ns)                          |  101804500 |  101804500 |  101804500 |  101804500 |  101804500 |  101804500
  Idle time (ns)                     |       -121 |        -14 |        404 |        618 |       -222 |       -222
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |   10022008 |   10022003 |   10021933 |   10021924 |   10021786 |   10021911
  num incorrect                      |       1519 |       1514 |       1469 |       1454 |       1443 |       1447
  misprediction rate                 |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |      15340 |      15332 |      15219 |      15191 |      15171 |      15181
    num misses                       |         52 |         51 |         49 |         49 |         48 |         49
    miss rate                        |      0.34% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   60040231 |   60040261 |   60039985 |   60039940 |   60039088 |   60039871
    num misses                       |         80 |         80 |         79 |         79 |         79 |         79
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |        132 |        131 |        128 |        128 |        127 |        128
    num misses                       |        121 |        120 |        117 |        117 |        116 |        117
    miss rate                        |     91.67% |     91.60% |     91.41% |     91.41% |     91.34% |     91.41%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |      15340 |      15332 |      15219 |      15191 |      15171 |      15181
    num cache misses                 |       4765 |       4978 |       5046 |       4995 |       4743 |       4939
    miss rate                        |     31.06% |     32.47% |     33.16% |     32.88% |     31.26% |     32.53%
    mpki                             |       0.07 |       0.07 |       0.07 |       0.07 |       0.07 |       0.07
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   60040231 |   60040261 |   60039985 |   60039940 |   60039088 |   60039871
    num cache misses                 |       3952 |       4116 |       4109 |       4109 |       3967 |       4074
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |       8751 |       9128 |       9188 |       9136 |       8742 |       9045
    num cache misses                 |       3601 |       3615 |       3571 |       3582 |       3508 |       3551
    miss rate                        |     41.15% |     39.60% |     38.87% |     39.21% |     40.13% |     39.26%
    mpki                             |       0.05 |       0.05 |       0.05 |       0.05 |       0.05 |       0.05
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |       3635 |       3651 |       3604 |       3617 |       3542 |       3583
    num cache misses                 |       2489 |       2477 |       2442 |       2432 |       2418 |       2425
    miss rate                        |     68.47% |     67.84% |     67.76% |     67.24% |     68.27% |     67.68%
    mpki                             |       0.04 |       0.04 |       0.03 |       0.03 |       0.03 |       0.03
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      14686 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      73.12 |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      19.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       1149 |       1145 |       1138 |       1136 |       1142 |       1142
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0
