                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   40087000 |   40121684 |   40087497 |   40096186 |   40095938 |   40090068 |   40090988 |   40091104 |   40087984 |   40087664 |   40088000 |   40121325
  Cycles                             |  161082684 |  161082684 |  161082684 |  161082684 |  161082684 |  161082684 |  161082684 |  161082684 |  161082684 |  161082684 |  161082684 |  161082684
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   60557400 |   60557400 |   60557400 |   60557400 |   60557400 |   60557400 |   60557400 |   60557400 |   60557400 |   60557400 |   60557400 |   60557400
  Idle time (ns)                     |        -22 |        -78 |        -78 |        -22 |        -45 |         56 |         46 |         24 |         73 |         46 |         69 |        281
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10013491 |   10022008 |   10013615 |   10015788 |   10015726 |   10014258 |   10014488 |   10014518 |   10013738 |   10013658 |   10013742 |   10021974
  num incorrect                      |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1484
  misprediction rate                 |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15274
    num misses                       |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         50
    miss rate                        |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39839 |      40233 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      39839 |      40103
    num misses                       |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         75 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        123 |        126
    num misses                       |        116 |        121 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        119
    miss rate                        |     94.31% |     94.53% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.31% |     94.44%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15165 |      15334 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15165 |      15274
