                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4    
  Instructions                       |   28759901 |   28673779 |   28715723 |   28518435 |   28586013
  Cycles                             |   83980456 |   83980456 |   83980456 |   83980456 |   83980456
  IPC                                |       0.34 |       0.34 |       0.34 |       0.34 |       0.34
  Time (ns)                          |   31571600 |   31571600 |   31571600 |   31571600 |   31571600
  Idle time (ns)                     |        -28 |        -28 |         53 |         71 |         53
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |           
  num correct                        |    1059719 |    1057988 |    1058805 |    1054959 |    1056278
  num incorrect                      |       8006 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |           
  I-TLB                              |            |            |            |            |           
    num accesses                     |    2876325 |    2869615 |    2872853 |    2857618 |    2862839
    num misses                       |         63 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |           
    num accesses                     |   15778114 |   15733408 |   15755208 |   15652676 |   15687803
    num misses                       |       6344 |       6146 |       6231 |       5797 |       5954
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.21 |       0.22 |       0.20 |       0.21
  L2 TLB                             |            |            |            |            |           
    num accesses                     |       6407 |       6207 |       6292 |       5858 |       6015
    num misses                       |        333 |        316 |        318 |        316 |        316
    miss rate                        |      5.20% |      5.09% |      5.05% |      5.39% |      5.25%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |           
    num cache accesses               |    2876325 |    2869615 |    2872853 |    2857618 |    2862839
    num cache misses                 |     536479 |     552877 |     563699 |     566468 |     571145
    miss rate                        |     18.65% |     19.27% |     19.62% |     19.82% |     19.95%
    mpki                             |      18.65 |      19.28 |      19.63 |      19.86 |      19.98
  Cache L1-D                         |            |            |            |            |           
    num cache accesses               |   15778114 |   15733408 |   15755208 |   15652676 |   15687803
    num cache misses                 |    1220368 |    1234647 |    1239455 |    1229106 |    1233801
    miss rate                        |      7.73% |      7.85% |      7.87% |      7.85% |      7.86%
    mpki                             |      42.43 |      43.06 |      43.16 |      43.10 |      43.16
  Cache L2                           |            |            |            |            |           
    num cache accesses               |    1756867 |    1787541 |    1803172 |    1795592 |    1804964
    num cache misses                 |      92311 |      91395 |      92202 |      90178 |      90835
    miss rate                        |      5.25% |      5.11% |      5.11% |      5.02% |      5.03%
    mpki                             |       3.21 |       3.19 |       3.21 |       3.16 |       3.18
  Cache L3                           |            |            |            |            |           
    num cache accesses               |      92354 |      91425 |      92242 |      90210 |      90872
    num cache misses                 |      13893 |      13829 |      13831 |      13831 |      13832
    miss rate                        |     15.04% |     15.13% |     14.99% |     15.33% |     15.22%
    mpki                             |       0.48 |       0.48 |       0.48 |       0.48 |       0.48
DRAM summary                         |            |            |            |            |           
  num dram accesses                  |      69433 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      56.90 |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.47 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |           
  num loads from dram                |       6078 |       6105 |       6156 |       6115 |       6152
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0
