                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14786 |      14677 |      12668 |      15295 |      15348 |      14878 |      14848 |      13237 |      15070 |      14682 |      14655 |      13489
    num cache misses                 |      12139 |      11907 |      10616 |      12236 |      12421 |      12287 |      12222 |      11022 |      12195 |      12153 |      12020 |      11262
    miss rate                        |     82.10% |     81.13% |     83.80% |     80.00% |     80.93% |     82.59% |     82.31% |     83.27% |     80.92% |     82.77% |     82.02% |     83.49%
    mpki                             |       0.96 |       0.95 |       0.84 |       0.97 |       0.99 |       0.98 |       0.97 |       0.87 |       0.97 |       0.97 |       0.96 |       0.89
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12172 |      11938 |      10651 |      12266 |      12451 |      12318 |      12255 |      11053 |      12225 |      12184 |      12051 |      11295
    num cache misses                 |       2591 |       2578 |       2628 |       2580 |       2589 |       2577 |       2593 |       2568 |       2594 |       2591 |       2573 |       2581
    miss rate                        |     21.29% |     21.59% |     24.67% |     21.03% |     20.79% |     20.92% |     21.16% |     23.23% |     21.22% |     21.27% |     21.35% |     22.85%
    mpki                             |       0.21 |       0.20 |       0.21 |       0.21 |       0.21 |       0.20 |       0.21 |       0.20 |       0.21 |       0.21 |       0.20 |       0.20
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      31296 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      85.61 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      32.19 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1322 |       1310 |       1282 |       1313 |       1317 |       1304 |       1326 |       1288 |       1323 |       1324 |       1308 |       1299
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
