                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |   70118695 |   70118706 |   70120967 |   70117245 |   70116547 |   70115274 |   70115105 |   70116411 |   70118469 |   70121716 |   70119833 |   70119582 |   70116441 |   70116365 |   70115906 |   70113887
  Cycles                             |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162 |  640543162
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700 |  240805700
  Idle time (ns)                     |        -33 |        -71 |          7 |          7 |        -72 |         50 |          6 |        143 |        119 |        -84 |         75 |         38 |        -33 |         75 |        -84 |         50
  Idle time (%)                      |      -0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10021608 |   10021610 |   10021927 |   10021401 |   10021302 |   10021120 |   10021096 |   10021283 |   10021576 |   10022008 |   10021771 |   10021736 |   10021287 |   10021276 |   10021210 |   10020922
  num incorrect                      |       1443 |       1443 |       1455 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443 |       1519 |       1443 |       1443 |       1443 |       1443 |       1443 |       1443
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15171 |      15171 |      15195 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171 |      15340 |      15171 |      15171 |      15171 |      15171 |      15171 |      15171
    num misses                       |         48 |         48 |         49 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
