                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9    
  Instructions                       |   60107890 |   60119242 |   60121629 |   60104659 |   60106054 |   60099130 |   60103540 |   60097741 |   60096505 |   60098173
  Cycles                             |  200814040 |  200814040 |  200814040 |  200814040 |  200814040 |  200814040 |  200814040 |  200814040 |  200814040 |  200814040
  IPC                                |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30
  Time (ns)                          |   75494000 |   75494000 |   75494000 |   75494000 |   75494000 |   75494000 |   75494000 |   75494000 |   75494000 |   75494000
  Idle time (ns)                     |         61 |         22 |         -5 |         22 |         -5 |         22 |         97 |        118 |         96 |         61
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019780 |   10021673 |   10022009 |   10019242 |   10019474 |   10018320 |   10019055 |   10018089 |   10017883 |   10018160
  num incorrect                      |       1441 |       1441 |       1517 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441 |       1441
  misprediction rate                 |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      39846 |      40209 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num misses                       |         75 |         75 |         76 |         75 |         75 |         75 |         75 |         75 |         75 |         75
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        123 |        123 |        128 |        123 |        123 |        123 |        123 |        123 |        123 |        123
    num misses                       |        118 |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     95.93% |     95.93% |     96.09% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93% |     95.93%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6262 |       5705 |       5659 |       6307 |       5728 |       6250 |       6186 |       5764 |       5964 |       6206
    miss rate                        |     41.30% |     37.62% |     36.91% |     41.59% |     37.77% |     41.22% |     40.79% |     38.01% |     39.33% |     40.93%
    mpki                             |       0.10 |       0.09 |       0.09 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10 |       0.10
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      39846 |      40209 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846 |      39846
    num cache misses                 |       6897 |       6669 |       6626 |       6947 |       6783 |       6833 |       6894 |       6636 |       6599 |       6848
    miss rate                        |     17.31% |     16.74% |     16.48% |     17.43% |     17.02% |     17.15% |     17.30% |     16.65% |     16.56% |     17.19%
    mpki                             |       0.11 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Cache L2                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13195 |      12416 |      12325 |      13294 |      12551 |      13122 |      13118 |      12435 |      12600 |      13092
    num cache misses                 |       9538 |       9328 |       9293 |       9717 |       9498 |       9550 |       9710 |       9425 |       9432 |       9498
    miss rate                        |     72.28% |     75.13% |     75.40% |     73.09% |     75.68% |     72.78% |     74.02% |     75.79% |     74.86% |     72.55%
    mpki                             |       0.16 |       0.16 |       0.15 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16 |       0.16
  Cache L3                           |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9575 |       9372 |       9335 |       9759 |       9539 |       9591 |       9749 |       9462 |       9471 |       9537
    num cache misses                 |       2555 |       2558 |       2635 |       2576 |       2583 |       2578 |       2575 |       2586 |       2568 |       2579
    miss rate                        |     26.68% |     27.29% |     28.23% |     26.40% |     27.08% |     26.88% |     26.41% |     27.33% |     27.11% |     27.04%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      26287 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      88.98 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      35.55 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1265 |       1262 |       1274 |       1289 |       1291 |       1293 |       1282 |       1288 |       1283 |       1289
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
