                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
  Instructions                       |     121545 |     120853 |     121293 |     120722 |     121643 |     121077 |     121088 |     120984 |     120923
  Cycles                             |     316806 |     316806 |     316806 |     316806 |     316806 |     316806 |     316806 |     316806 |     316806
  IPC                                |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38 |       0.38
  Time (ns)                          |     119100 |     119100 |     119100 |     119100 |     119100 |     119100 |     119100 |     119100 |     119100
  Idle time (ns)                     |        -48 |        -97 |        -82 |       -115 |       -129 |        -48 |        -82 |        -48 |        -84
  Idle time (%)                      |      -0.0% |      -0.1% |      -0.1% |      -0.1% |      -0.1% |      -0.0% |      -0.1% |      -0.0% |      -0.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |           
  num correct                        |      22004 |      21927 |      21973 |      21915 |      22012 |      21949 |      21952 |      21937 |      21932
  num incorrect                      |       1506 |       1449 |       1478 |       1440 |       1514 |       1466 |       1467 |       1462 |       1453
  misprediction rate                 |      6.41% |      6.20% |      6.30% |      6.17% |      6.44% |      6.26% |      6.26% |      6.25% |      6.21%
  mpki                               |      12.39 |      11.99 |      12.19 |      11.93 |      12.45 |      12.11 |      12.12 |      12.08 |      12.02
TLB Summary                          |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      15319 |      15182 |      15264 |      15169 |      15330 |      15226 |      15228 |      15207 |      15192
    num misses                       |         51 |         49 |         50 |         49 |         52 |         49 |         49 |         49 |         49
    miss rate                        |      0.33% |      0.32% |      0.33% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.42 |       0.41 |       0.41 |       0.41 |       0.43 |       0.40 |       0.40 |       0.41 |       0.41
  D-TLB                              |            |            |            |            |            |            |            |            |           
    num accesses                     |      40216 |      39902 |      40091 |      39847 |      40214 |      39989 |      39990 |      39958 |      39931
    num misses                       |         77 |         76 |         77 |         76 |         77 |         76 |         76 |         76 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19% |      0.19%
    mpki                             |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63 |       0.63
  L2 TLB                             |            |            |            |            |            |            |            |            |           
