                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |     137273 |     138418 |     138001 |     138154 |     137904 |     137809 |     137754 |     137771 |     137633 |     137538 |     137444
  Cycles                             |     478800 |     478800 |     478800 |     478800 |     478800 |     478800 |     478800 |     478800 |     478800 |     478800 |     478800
  IPC                                |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29 |       0.29
  Time (ns)                          |     180000 |     180000 |     180000 |     180000 |     180000 |     180000 |     180000 |     180000 |     180000 |     180000 |     180000
  Idle time (ns)                     |        108 |        -41 |         79 |        -41 |         16 |         53 |         79 |         -7 |         16 |         16 |        -15
  Idle time (%)                      |       0.1% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      30146 |      30327 |      30283 |      30301 |      30270 |      30258 |      30252 |      30254 |      30244 |      30231 |      30230
  num incorrect                      |       1443 |       1519 |       1478 |       1495 |       1474 |       1470 |       1467 |       1469 |       1454 |       1452 |       1443
  misprediction rate                 |      4.57% |      4.77% |      4.65% |      4.70% |      4.64% |      4.63% |      4.62% |      4.63% |      4.59% |      4.58% |      4.56%
  mpki                               |      10.51 |      10.97 |      10.71 |      10.82 |      10.69 |      10.67 |      10.65 |      10.66 |      10.56 |      10.56 |      10.50
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15286 |      15458 |      15380 |      15411 |      15367 |      15345 |      15334 |      15338 |      15309 |      15304 |      15289
    num misses                       |         48 |         52 |         50 |         50 |         49 |         49 |         49 |         49 |         49 |         49 |         48
    miss rate                        |      0.31% |      0.34% |      0.33% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.31%
    mpki                             |       0.35 |       0.38 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.36 |       0.35
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39846 |      40225 |      40060 |      40145 |      40022 |      39979 |      39967 |      39972 |      39920 |      39882 |      39846
    num misses                       |         71 |         72 |         72 |         72 |         71 |         71 |         71 |         71 |         71 |         71 |         71
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.52 |       0.52 |       0.52 |       0.52 |       0.51 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52 |       0.52
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        119 |        124 |        122 |        122 |        120 |        120 |        120 |        120 |        120 |        120 |        119
    num misses                       |        117 |        122 |        120 |        120 |        118 |        118 |        118 |        118 |        118 |        118 |        117
    miss rate                        |     98.32% |     98.39% |     98.36% |     98.36% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.32%
    mpki                             |       0.85 |       0.88 |       0.87 |       0.87 |       0.86 |       0.86 |       0.86 |       0.86 |       0.86 |       0.86 |       0.85
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15286 |      15458 |      15380 |      15411 |      15367 |      15345 |      15334 |      15338 |      15309 |      15304 |      15289
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39846 |      40225 |      40060 |      40145 |      40022 |      39979 |      39967 |      39972 |      39920 |      39882 |      39846
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
