                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |     121683 |     120922 |     121554 |     120779 |     121302 |     120484 |     120746 |     120550
  Cycles                             |     869820 |     869820 |     869820 |     869820 |     869820 |     869820 |     869820 |     869820
  IPC                                |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |     327000 |     327000 |     327000 |     327000 |     327000 |     327000 |     327000 |     327000
  Idle time (ns)                     |       -321 |        -66 |        377 |         -5 |       -321 |         -5 |        -66 |        767
  Idle time (%)                      |      -0.1% |      -0.0% |       0.1% |      -0.0% |      -0.1% |      -0.0% |      -0.0% |       0.2%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |      22023 |      21943 |      22016 |      21927 |      21980 |      21915 |      21927 |      21919
  num incorrect                      |       1503 |       1442 |       1496 |       1436 |       1464 |       1417 |       1433 |       1422
  misprediction rate                 |      6.39% |      6.17% |      6.36% |      6.15% |      6.24% |      6.07% |      6.13% |      6.09%
  mpki                               |      12.35 |      11.93 |      12.31 |      11.89 |      12.07 |      11.76 |      11.87 |      11.80
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      15330 |      15193 |      15320 |      15177 |      15257 |      15130 |      15173 |      15141
    num misses                       |         52 |         49 |         51 |         49 |         50 |         46 |         49 |         47
    miss rate                        |      0.34% |      0.32% |      0.33% |      0.32% |      0.33% |      0.30% |      0.32% |      0.31%
    mpki                             |       0.43 |       0.41 |       0.42 |       0.41 |       0.41 |       0.38 |       0.41 |       0.39
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      40230 |      39936 |      40224 |      39874 |      40045 |      39735 |      39860 |      39750
    num misses                       |        118 |        117 |        118 |        117 |        117 |        117 |        117 |        117
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.97 |       0.97 |       0.96 |       0.97 |       0.97 |       0.97
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        170 |        166 |        169 |        166 |        167 |        163 |        166 |        164
    num misses                       |        121 |        117 |        120 |        117 |        118 |        114 |        117 |        115
    miss rate                        |     71.18% |     70.48% |     71.01% |     70.48% |     70.66% |     69.94% |     70.48% |     70.12%
    mpki                             |       0.99 |       0.97 |       0.99 |       0.97 |       0.97 |       0.95 |       0.97 |       0.95
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |      15330 |      15193 |      15320 |      15177 |      15257 |      15130 |      15173 |      15141
    num cache misses                 |       5874 |       6007 |       5267 |       5875 |       5573 |       5466 |       5908 |       5471
    miss rate                        |     38.32% |     39.54% |     34.38% |     38.71% |     36.53% |     36.13% |     38.94% |     36.13%
    mpki                             |      48.27 |      49.68 |      43.33 |      48.64 |      45.94 |      45.37 |      48.93 |      45.38
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      40230 |      39936 |      40224 |      39874 |      40045 |      39735 |      39860 |      39750
    num cache misses                 |       5658 |       5737 |       5409 |       5668 |       5586 |       5415 |       5696 |       5513
    miss rate                        |     14.06% |     14.37% |     13.45% |     14.21% |     13.95% |     13.63% |     14.29% |     13.87%
    mpki                             |      46.50 |      47.44 |      44.50 |      46.93 |      46.05 |      44.94 |      47.17 |      45.73
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |      11564 |      11776 |      10711 |      11575 |      11192 |      10910 |      11635 |      11016
    num cache misses                 |       4592 |       4592 |       4461 |       4525 |       4524 |       4421 |       4582 |       4428
    miss rate                        |     39.71% |     38.99% |     41.65% |     39.09% |     40.42% |     40.52% |     39.38% |     40.20%
    mpki                             |      37.74 |      37.97 |      36.70 |      37.47 |      37.30 |      36.69 |      37.95 |      36.73
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       4625 |       4626 |       4497 |       4558 |       4559 |       4452 |       4615 |       4461
    num cache misses                 |       2475 |       2424 |       2469 |       2419 |       2439 |       2386 |       2416 |       2396
    miss rate                        |     53.51% |     52.40% |     54.90% |     53.07% |     53.50% |     53.59% |     52.35% |     53.71%
    mpki                             |      20.34 |      20.05 |      20.31 |      20.03 |      20.11 |      19.80 |      20.01 |      19.88
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19424 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      77.71 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      24.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     50.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1148 |       1145 |       1149 |       1147 |       1140 |       1147 |       1146 |       1145
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
