                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13    
    num cache misses                 |    24303827 |    24234108 |    24246926 |    24211519 |    24125064 |    24156342 |    24251870 |    24270612 |    24247437 |    24236155 |    24183265 |    24145417 |    15192946 |    24417004
    miss rate                        |      41.15% |      41.89% |      41.81% |      42.04% |      42.59% |      42.42% |      41.77% |      41.60% |      41.75% |      41.88% |      42.17% |      42.45% |      42.22% |      40.67%
    mpki                             |      492.98 |      501.82 |      500.87 |      503.60 |      510.18 |      508.10 |      500.32 |      498.28 |      500.14 |      501.61 |      505.08 |      508.45 |      505.14 |      487.15
  Cache L2                           |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    24309995 |    24240899 |    24253745 |    24217081 |    24131879 |    24161789 |    24258301 |    24277363 |    24254037 |    24242255 |    24189745 |    24152253 |    15199169 |    24423608
    num cache misses                 |    24307827 |    24238209 |    24250874 |    24214951 |    24129163 |    24159738 |    24255835 |    24274483 |    24251148 |    24239936 |    24187425 |    24149269 |    15196210 |    24421083
    miss rate                        |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.99% |      99.98% |      99.99%
    mpki                             |      493.06 |      501.91 |      500.95 |      503.67 |      510.27 |      508.17 |      500.41 |      498.36 |      500.22 |      501.69 |      505.17 |      508.53 |      505.24 |      487.24
  Cache L3                           |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    24307864 |    24238245 |    24250910 |    24214990 |    24129199 |    24159777 |    24255872 |    24274517 |    24251183 |    24239974 |    24187461 |    24149303 |    15196245 |    24421122
    num cache misses                 |        2647 |        2654 |        2641 |        2625 |        2659 |        2622 |        2639 |        2628 |        2647 |        2642 |        2657 |        2654 |        2629 |        2724
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.02% |       0.01%
    mpki                             |        0.05 |        0.05 |        0.05 |        0.05 |        0.06 |        0.06 |        0.05 |        0.05 |        0.05 |        0.05 |        0.06 |        0.06 |        0.09 |        0.05
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       37688 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       99.18 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       45.75 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1357 |        1374 |        1370 |        1346 |        1382 |        1344 |        1357 |        1349 |        1374 |        1361 |        1381 |        1378 |        1357 |        1379
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
