                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13    
  Instructions                       |    49299673 |    48292188 |    48409968 |    48076668 |    47287107 |    47542533 |    48472293 |    48708628 |    48481293 |    48316879 |    47879918 |    47488108 |    30076971 |    50121689
  Cycles                             |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376 |  1090556376
  IPC                                |        0.05 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.03 |        0.05
  Time (ns)                          |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600 |   409983600
  Idle time (ns)                     |          78 |         232 |          68 |         -44 |         111 |          65 |         -11 |         232 |         -80 |         -80 |          65 |         204 |         -44 |         -80
  Idle time (%)                      |        0.0% |        0.0% |        0.0% |       -0.0% |        0.0% |        0.0% |       -0.0% |        0.0% |       -0.0% |       -0.0% |        0.0% |        0.0% |       -0.0% |       -0.0%
Branch predictor stats               |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num correct                        |     9857696 |     9656200 |     9679755 |     9613096 |     9455183 |     9506269 |     9692221 |     9739488 |     9694021 |     9661138 |     9573746 |     9495384 |     6013156 |    10022009
  num incorrect                      |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1441 |        1517
  misprediction rate                 |       0.01% |       0.01% |       0.01% |       0.01% |       0.02% |       0.02% |       0.01% |       0.01% |       0.01% |       0.01% |       0.02% |       0.02% |       0.02% |       0.02%
  mpki                               |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.05 |        0.03
TLB Summary                          |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  I-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15334
    num misses                       |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          48 |          52
    miss rate                        |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.32% |       0.34%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                              |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |    59054539 |    57845559 |    57986894 |    57586938 |    56639462 |    56945979 |    58061687 |    58345288 |    58072486 |    57875179 |    57350837 |    56880667 |    35987299 |    60040230
    num misses                       |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         126 |         128
    miss rate                        |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  L2 TLB                             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num accesses                     |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         174 |         180
    num misses                       |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         116 |         121
    miss rate                        |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      66.67% |      67.22%
    mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Cache Summary                        |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  Cache L1-I                         |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15165 |       15334
    num cache misses                 |        6133 |        6756 |        6785 |        5526 |        6780 |        5411 |        6396 |        6717 |        6565 |        6065 |        6445 |        6803 |        6189 |        6567
    miss rate                        |      40.44% |      44.55% |      44.74% |      36.44% |      44.71% |      35.68% |      42.18% |      44.29% |      43.29% |      39.99% |      42.50% |      44.86% |      40.81% |      42.83%
    mpki                             |        0.12 |        0.14 |        0.14 |        0.11 |        0.14 |        0.11 |        0.13 |        0.14 |        0.14 |        0.13 |        0.13 |        0.14 |        0.21 |        0.13
  Cache L1-D                         |             |             |             |             |             |             |             |             |             |             |             |             |             |            
    num cache accesses               |    59054539 |    57845559 |    57986894 |    57586938 |    56639462 |    56945979 |    58061687 |    58345288 |    58072486 |    57875179 |    57350837 |    56880667 |    35987299 |    60040230
