                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   12578127 |   12579878 |   12612825 |   12616585 |   12617720 |   12586596 |   12580022 |   12574855 |   12579235 |   12580362 |   12621722 |   12575356 |   12578082 |   12579124 |   12575316
  Cycles                             |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046 |   63662046
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100 |   23933100
  Idle time (ns)                     |         29 |        -77 |        126 |         23 |          6 |        134 |        120 |         89 |         70 |         -1 |        -77 |        126 |          6 |         29 |        120
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2513401 |    2513751 |    2520340 |    2521093 |    2521320 |    2515095 |    2513779 |    2512747 |    2513623 |    2513848 |    2522009 |    2512847 |    2513392 |    2513600 |    2512839
  num incorrect                      |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1516 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
  mpki                               |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.11 |       0.11 |       0.11 |       0.11
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         52 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      40248 |      39841 |      39841 |      39841 |      39841
    num misses                       |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         74 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        126 |        121 |        121 |        121 |        121
    num misses                       |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        116 |        121 |        116 |        116 |        116 |        116
    miss rate                        |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     95.87% |     96.03% |     95.87% |     95.87% |     95.87% |     95.87%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       7008 |       7072 |       6183 |       5997 |       5805 |       6819 |       6971 |       7059 |       7136 |       7097 |       5552 |       6950 |       7023 |       6893 |       6891
    miss rate                        |     46.21% |     46.64% |     40.77% |     39.55% |     38.28% |     44.97% |     45.97% |     46.55% |     47.06% |     46.80% |     36.21% |     45.83% |     46.31% |     45.46% |     45.44%
    mpki                             |       0.56 |       0.56 |       0.49 |       0.48 |       0.46 |       0.54 |       0.55 |       0.56 |       0.57 |       0.56 |       0.44 |       0.55 |       0.56 |       0.55 |       0.55
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      39841 |      40248 |      39841 |      39841 |      39841 |      39841
    num cache misses                 |       9867 |       9961 |       8982 |       8939 |       8760 |       9752 |       9977 |      10015 |      10195 |      10076 |       8647 |      10000 |       9955 |       9921 |       9664
    miss rate                        |     24.77% |     25.00% |     22.54% |     22.44% |     21.99% |     24.48% |     25.04% |     25.14% |     25.59% |     25.29% |     21.48% |     25.10% |     24.99% |     24.90% |     24.26%
    mpki                             |       0.78 |       0.79 |       0.71 |       0.71 |       0.69 |       0.77 |       0.79 |       0.80 |       0.81 |       0.80 |       0.69 |       0.80 |       0.79 |       0.79 |       0.77
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      16904 |      17063 |      15195 |      14966 |      14593 |      16601 |      16977 |      17104 |      17361 |      17203 |      14233 |      16980 |      17008 |      16844 |      16586
    num cache misses                 |      14942 |      14984 |      12780 |      12502 |      12153 |      14359 |      14954 |      14849 |      15252 |      15072 |      12061 |      14874 |      14863 |      14736 |      14377
    miss rate                        |     88.39% |     87.82% |     84.11% |     83.54% |     83.28% |     86.49% |     88.08% |     86.82% |     87.85% |     87.61% |     84.74% |     87.60% |     87.39% |     87.49% |     86.68%
    mpki                             |       1.19 |       1.19 |       1.01 |       0.99 |       0.96 |       1.14 |       1.19 |       1.18 |       1.21 |       1.20 |       0.96 |       1.18 |       1.18 |       1.17 |       1.14
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      14974 |      15015 |      12811 |      12533 |      12184 |      14389 |      14984 |      14879 |      15282 |      15103 |      12096 |      14905 |      14895 |      14766 |      14409
    num cache misses                 |       2681 |       2669 |       2644 |       2640 |       2654 |       2660 |       2677 |       2668 |       2667 |       2667 |       2711 |       2667 |       2687 |       2674 |       2675
    miss rate                        |     17.90% |     17.78% |     20.64% |     21.06% |     21.78% |     18.49% |     17.87% |     17.93% |     17.45% |     17.66% |     22.41% |     17.89% |     18.04% |     18.11% |     18.56%
    mpki                             |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21 |       0.21
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40478 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.12 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.69 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      1.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1391 |       1390 |       1351 |       1350 |       1356 |       1376 |       1386 |       1379 |       1387 |       1380 |       1353 |       1383 |       1401 |       1381 |       1381
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
