                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39847 |      40224 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         73 |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        121 |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        117 |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.69% |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   20000791 |   20015334 |   20007430 |   19990159 |   19988590 |   19965224 |   19963821 |   19952525 |   19951986 |   19957852 |   19948719 |   19936432 |   19928257 |   19924682
    num cache misses                 |     673507 |     669879 |     665324 |     661814 |     659401 |     658145 |     657114 |     656750 |     655692 |     654857 |     654928 |     654684 |     654487 |     653708
    miss rate                        |      3.37% |      3.35% |      3.33% |      3.31% |      3.30% |      3.30% |      3.29% |      3.29% |      3.29% |      3.28% |      3.28% |      3.28% |      3.28% |      3.28%
    mpki                             |      16.80 |      16.70 |      16.59 |      16.52 |      16.46 |      16.45 |      16.42 |      16.42 |      16.39 |      16.37 |      16.38 |      16.38 |      16.38 |      16.37
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39847 |      40224 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       8243 |       9194 |       9191 |       8759 |       8680 |       8716 |       8823 |       9085 |       8679 |       8051 |       8722 |       9074 |       9001 |       8894
    miss rate                        |     20.69% |     22.86% |     23.07% |     21.98% |     21.78% |     21.87% |     22.14% |     22.80% |     21.78% |     20.20% |     21.89% |     22.77% |     22.59% |     22.32%
    mpki                             |       0.21 |       0.23 |       0.23 |       0.22 |       0.22 |       0.22 |       0.22 |       0.23 |       0.22 |       0.20 |       0.22 |       0.23 |       0.23 |       0.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     681780 |     679105 |     674545 |     670603 |     668111 |     666891 |     665967 |     665865 |     664401 |     662936 |     663680 |     663788 |     663517 |     662632
    num cache misses                 |     678132 |     675658 |     671412 |     667323 |     665259 |     663684 |     663248 |     662825 |     661734 |     660315 |     661013 |     661020 |     660340 |     659593
    miss rate                        |     99.46% |     99.49% |     99.54% |     99.51% |     99.57% |     99.52% |     99.59% |     99.54% |     99.60% |     99.60% |     99.60% |     99.58% |     99.52% |     99.54%
    mpki                             |      16.91 |      16.84 |      16.74 |      16.65 |      16.60 |      16.58 |      16.57 |      16.57 |      16.55 |      16.51 |      16.53 |      16.54 |      16.53 |      16.51
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     678166 |     675690 |     671446 |     667355 |     665291 |     663717 |     663280 |     662857 |     661766 |     660348 |     661045 |     661050 |     660372 |     659625
    num cache misses                 |       2418 |       2487 |       2416 |       2417 |       2417 |       2417 |       2418 |       2415 |       2416 |       2417 |       2417 |       2415 |       2417 |       2416
    miss rate                        |      0.36% |      0.37% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.36% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      33913 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      98.71 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      45.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1161 |       1179 |       1166 |       1175 |       1169 |       1168 |       1164 |       1172 |       1165 |       1161 |       1165 |       1168 |       1169 |       1167
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
