                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    miss rate                        |      0.34% |      0.30% |      0.29% |      0.30% |      0.30% |      0.32% |      0.28% |      0.28% |      0.29% |      0.28% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.43 |       0.38 |       0.37 |       0.38 |       0.38 |       0.40 |       0.35 |       0.36 |       0.36 |       0.35 |       0.36 |       0.37 |       0.37 |       0.37 |       0.37
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40216 |      39469 |      37035 |      39490 |      39490 |      39983 |      38547 |      37636 |      37131 |      38955 |      37202 |      36678 |      36552 |      36587 |      36555
    num misses                       |        118 |        115 |        106 |        115 |        115 |        117 |        111 |        110 |        106 |        111 |        107 |        106 |        106 |        106 |        106
    miss rate                        |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29% |      0.28% |      0.29% |      0.29% |      0.29% |      0.29% |      0.29%
    mpki                             |       0.97 |       0.97 |       0.94 |       0.97 |       0.97 |       0.97 |       0.95 |       0.97 |       0.94 |       0.95 |       0.95 |       0.95 |       0.95 |       0.95 |       0.95
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        170 |        160 |        147 |        160 |        160 |        166 |        152 |        151 |        147 |        152 |        148 |        147 |        147 |        147 |        147
    num misses                       |        121 |        113 |        107 |        113 |        113 |        117 |        107 |        107 |        107 |        107 |        107 |        107 |        107 |        107 |        107
    miss rate                        |     71.18% |     70.62% |     72.79% |     70.62% |     70.62% |     70.48% |     70.39% |     70.86% |     72.79% |     70.39% |     72.30% |     72.79% |     72.79% |     72.79% |     72.79%
    mpki                             |       0.99 |       0.95 |       0.95 |       0.95 |       0.95 |       0.97 |       0.92 |       0.94 |       0.95 |       0.91 |       0.95 |       0.96 |       0.96 |       0.96 |       0.96
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15330 |      14995 |      14304 |      14995 |      14995 |      15243 |      14739 |      14477 |      14326 |      14851 |      14354 |      14219 |      14179 |      14191 |      14180
    num cache misses                 |       5481 |       6291 |       6397 |       6406 |       6318 |       5609 |       6471 |       6388 |       6211 |       6380 |       6416 |       6190 |       6167 |       6237 |       5987
    miss rate                        |     35.75% |     41.95% |     44.72% |     42.72% |     42.13% |     36.80% |     43.90% |     44.13% |     43.35% |     42.96% |     44.70% |     43.53% |     43.49% |     43.95% |     42.22%
    mpki                             |      45.06 |      52.97 |      56.95 |      53.94 |      53.20 |      46.29 |      55.56 |      56.06 |      55.19 |      54.36 |      56.91 |      55.52 |      55.46 |      56.05 |      53.83
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40216 |      39469 |      37035 |      39490 |      39490 |      39983 |      38547 |      37636 |      37131 |      38955 |      37202 |      36678 |      36552 |      36587 |      36555
    num cache misses                 |       8464 |       9139 |       9247 |       9254 |       9170 |       8612 |       9215 |       9175 |       8900 |       9092 |       9342 |       9090 |       9007 |       9129 |       8895
    miss rate                        |     21.05% |     23.15% |     24.97% |     23.43% |     23.22% |     21.54% |     23.91% |     24.38% |     23.97% |     23.34% |     25.11% |     24.78% |     24.64% |     24.95% |     24.33%
    mpki                             |      69.58 |      76.95 |      82.33 |      77.92 |      77.21 |      71.08 |      79.12 |      80.52 |      79.09 |      77.46 |      82.86 |      81.53 |      81.00 |      82.04 |      79.98
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13982 |      15462 |      15674 |      15692 |      15520 |      14256 |      15717 |      15594 |      15144 |      15504 |      15788 |      15309 |      15202 |      15394 |      14910
    num cache misses                 |      11567 |      12667 |      13260 |      12854 |      12650 |      11878 |      12935 |      13170 |      12761 |      12759 |      13254 |      12826 |      12559 |      12807 |      12535
    miss rate                        |     82.73% |     81.92% |     84.60% |     81.91% |     81.51% |     83.32% |     82.30% |     84.46% |     84.26% |     82.29% |     83.95% |     83.78% |     82.61% |     83.19% |     84.07%
    mpki                             |      95.08 |     106.65 |     118.05 |     108.23 |     106.51 |      98.03 |     111.07 |     115.59 |     113.40 |     108.70 |     117.56 |     115.04 |     112.94 |     115.09 |     112.71
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      11606 |      12700 |      13291 |      12887 |      12683 |      11915 |      12967 |      13201 |      12794 |      12792 |      13284 |      12855 |      12587 |      12835 |      12564
    num cache misses                 |       2676 |       2577 |       2482 |       2573 |       2573 |       2648 |       2528 |       2490 |       2483 |       2549 |       2484 |       2475 |       2449 |       2462 |       2460
    miss rate                        |     23.06% |     20.29% |     18.67% |     19.97% |     20.29% |     22.22% |     19.50% |     18.86% |     19.41% |     19.93% |     18.70% |     19.25% |     19.46% |     19.18% |     19.58%
    mpki                             |      22.00 |      21.70 |      22.10 |      21.67 |      21.66 |      21.85 |      21.71 |      21.85 |      22.06 |      21.72 |      22.03 |      22.20 |      22.02 |      22.12 |      22.12
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      38454 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      93.29 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      39.86 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     67.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1322 |       1330 |       1310 |       1331 |       1335 |       1326 |       1333 |       1315 |       1310 |       1341 |       1310 |       1299 |       1288 |       1310 |       1306
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
