                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |     121651 |     118769 |     112323 |     118762 |     118769 |     121163 |     116463 |     113941 |     112533 |     117375 |     112738 |     111488 |     111196 |     111277 |     111213
  Cycles                             |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948 |    1270948
  IPC                                |       0.10 |       0.09 |       0.09 |       0.09 |       0.09 |       0.10 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Time (ns)                          |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800 |     477800
  Idle time (ns)                     |       -138 |        -43 |       -138 |       1510 |        814 |       -138 |        -43 |        -64 |         51 |        550 |        -64 |        794 |         32 |         77 |         51
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |       0.3% |       0.2% |      -0.0% |      -0.0% |      -0.0% |       0.0% |       0.1% |      -0.0% |       0.2% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      22023 |      21562 |      20749 |      21560 |      21562 |      21971 |      21290 |      20956 |      20778 |      21407 |      20806 |      20634 |      20596 |      20606 |      20600
  num incorrect                      |       1503 |       1354 |       1303 |       1354 |       1354 |       1458 |       1331 |       1318 |       1303 |       1337 |       1307 |       1294 |       1286 |       1288 |       1286
  misprediction rate                 |      6.39% |      5.91% |      5.91% |      5.91% |      5.91% |      6.22% |      5.88% |      5.92% |      5.90% |      5.88% |      5.91% |      5.90% |      5.88% |      5.88% |      5.88%
  mpki                               |      12.36 |      11.40 |      11.60 |      11.40 |      11.40 |      12.03 |      11.43 |      11.57 |      11.58 |      11.39 |      11.59 |      11.61 |      11.57 |      11.57 |      11.56
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15330 |      14995 |      14304 |      14995 |      14995 |      15243 |      14739 |      14477 |      14326 |      14851 |      14354 |      14219 |      14179 |      14191 |      14180
    num misses                       |         52 |         45 |         41 |         45 |         45 |         49 |         41 |         41 |         41 |         41 |         41 |         41 |         41 |         41 |         41
