                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |   60108453 |   60090526 |   60090897 |   60083751 |   60121551 |   60086169 |   60083025 |   60121649 |   60088353 |   60099088 |   60082666 |   60084220 |   60111999 |   60089703 |   60085989
  Cycles                             |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164 |  301073164
  IPC                                |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20 |       0.20
  Time (ns)                          |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400 |  113185400
  Idle time (ns)                     |         93 |        -63 |         85 |         41 |        359 |         41 |         39 |       -105 |         39 |         69 |         19 |       -105 |         -1 |         76 |         19
  Idle time (%)                      |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10019878 |   10016890 |   10016952 |   10015761 |   10022004 |   10016164 |   10015640 |   10022011 |   10016528 |   10018317 |   10015580 |   10015839 |   10020469 |   10016753 |   10016134
  num incorrect                      |       1437 |       1437 |       1437 |       1437 |       1508 |       1437 |       1437 |       1515 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437 |       1437
  misprediction rate                 |      0.01% |      0.01% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.02 |       0.02 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15164 |      15164 |      15164 |      15164 |      15323 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         48 |         48 |         48 |         48 |         51 |         48 |         48 |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.32% |      0.32% |      0.32% |      0.32% |      0.33% |      0.32% |      0.32% |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      39845 |      39845 |      39845 |      39845 |      40229 |      39845 |      39845 |      40222 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |         72 |         72 |         72 |         72 |         73 |         72 |         72 |         73 |         72 |         72 |         72 |         72 |         72 |         72 |         72
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        120 |        120 |        120 |        120 |        124 |        120 |        120 |        125 |        120 |        120 |        120 |        120 |        120 |        120 |        120
    num misses                       |        118 |        118 |        118 |        118 |        122 |        118 |        118 |        123 |        118 |        118 |        118 |        118 |        118 |        118 |        118
    miss rate                        |     98.33% |     98.33% |     98.33% |     98.33% |     98.39% |     98.33% |     98.33% |     98.40% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33% |     98.33%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15164 |      15164 |      15164 |      15164 |      15323 |      15164 |      15164 |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       6538 |       6942 |       6836 |       6899 |       5925 |       6929 |       6706 |       5923 |       6885 |       6729 |       6760 |       6867 |       6552 |       6932 |       6841
    miss rate                        |     43.12% |     45.78% |     45.08% |     45.50% |     38.67% |     45.69% |     44.22% |     38.63% |     45.40% |     44.37% |     44.58% |     45.28% |     43.21% |     45.71% |     45.11%
    mpki                             |       0.11 |       0.12 |       0.11 |       0.11 |       0.10 |       0.12 |       0.11 |       0.10 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.12 |       0.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      39845 |      39845 |      39845 |      39845 |      40229 |      39845 |      39845 |      40222 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num cache misses                 |       9319 |       9892 |       9720 |       9876 |       8784 |       9870 |       9717 |       8663 |       9754 |       9516 |       9661 |       9804 |       9271 |       9824 |       9733
    miss rate                        |     23.39% |     24.83% |     24.39% |     24.79% |     21.83% |     24.77% |     24.39% |     21.54% |     24.48% |     23.88% |     24.25% |     24.61% |     23.27% |     24.66% |     24.43%
    mpki                             |       0.16 |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.16 |       0.14 |       0.16 |       0.16 |       0.16 |       0.16 |       0.15 |       0.16 |       0.16
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15888 |      16865 |      16587 |      16807 |      14742 |      16830 |      16454 |      14620 |      16670 |      16275 |      16452 |      16702 |      15854 |      16787 |      16605
    num cache misses                 |      13125 |      14351 |      14150 |      14160 |      12433 |      14201 |      13911 |      12203 |      14249 |      13711 |      13863 |      14008 |      13082 |      14260 |      14119
    miss rate                        |     82.61% |     85.09% |     85.31% |     84.25% |     84.34% |     84.38% |     84.54% |     83.47% |     85.48% |     84.25% |     84.26% |     83.87% |     82.52% |     84.95% |     85.03%
    mpki                             |       0.22 |       0.24 |       0.24 |       0.24 |       0.21 |       0.24 |       0.23 |       0.20 |       0.24 |       0.23 |       0.23 |       0.23 |       0.22 |       0.24 |       0.23
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      13156 |      14382 |      14181 |      14192 |      12466 |      14232 |      13943 |      12239 |      14280 |      13741 |      13895 |      14039 |      13113 |      14291 |      14150
    num cache misses                 |       2664 |       2690 |       2684 |       2674 |       2699 |       2679 |       2677 |       2707 |       2680 |       2669 |       2676 |       2673 |       2650 |       2678 |       2672
    miss rate                        |     20.25% |     18.70% |     18.93% |     18.84% |     21.65% |     18.82% |     19.20% |     22.12% |     18.77% |     19.42% |     19.26% |     19.04% |     20.21% |     18.74% |     18.88%
    mpki                             |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      40721 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     100.24 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      46.81 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1368 |       1398 |       1392 |       1394 |       1357 |       1399 |       1387 |       1358 |       1391 |       1376 |       1395 |       1386 |       1366 |       1395 |       1389
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
