                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
    miss rate                        |     91.56% |     91.69% |     91.92% |     91.91% |     91.95% |     91.91% |     92.01% |     92.15% |     92.32% |     92.34% |     92.37% |     92.13% |     92.37% |     92.10% |     92.23%
    mpki                             |     186.76 |     187.86 |     179.27 |     189.17 |     183.80 |     180.14 |     189.33 |     190.10 |     190.55 |     189.55 |     190.23 |     189.14 |     188.61 |     187.73 |     189.81
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1230588 |    1235479 |    1206298 |    1237978 |    1221448 |    1210304 |    1238894 |    1244299 |    1247285 |    1241658 |    1245258 |    1240105 |    1240086 |    1235280 |    1242129
    num cache misses                 |       4636 |       4615 |       4703 |       4648 |       4612 |       4612 |       4640 |       4613 |       4610 |       4601 |       4615 |       4608 |       4611 |       4607 |       4636
    miss rate                        |      0.38% |      0.37% |      0.39% |      0.38% |      0.38% |      0.38% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37% |      0.37%
    mpki                             |       0.70 |       0.70 |       0.70 |       0.71 |       0.69 |       0.69 |       0.71 |       0.70 |       0.70 |       0.70 |       0.71 |       0.70 |       0.70 |       0.70 |       0.71
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      71326 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      72.91 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      19.49 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      2.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       2847 |       2837 |       2830 |       2858 |       2774 |       2821 |       2844 |       2799 |       2803 |       2822 |       2786 |       2803 |       2823 |       2822 |       2832
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
