                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
  Instructions                       |   28759941 |   28497832 |   28525555 |   28549546 |   28641526 |   28451216 |   28448993 |   28460381 |   28507365 |   28583441 |   28453269 |   28654438 |   28434379
  Cycles                             |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754 |  239391754
  IPC                                |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12 |       0.12
  Time (ns)                          |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900 |   89996900
  Idle time (ns)                     |        -95 |        224 |         84 |        278 |         18 |         18 |        220 |        163 |        224 |         56 |        -95 |        -27 |        172
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    1059719 |    1054557 |    1055097 |    1055566 |    1057359 |    1053649 |    1053606 |    1053828 |    1054744 |    1056226 |    1053690 |    1057611 |    1053321
  num incorrect                      |       8006 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955 |       7955
  misprediction rate                 |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75% |      0.75%
  mpki                               |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28 |       0.28
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    2876325 |    2856027 |    2858167 |    2860021 |    2867124 |    2852427 |    2852256 |    2853136 |    2856764 |    2862638 |    2852588 |    2868122 |    2851128
    num misses                       |         63 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61 |         61
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |           
