                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12   
    num accesses                     |   15778130 |   15641970 |   15656375 |   15668843 |   15716651 |   15617742 |   15616589 |   15622507 |   15646925 |   15686461 |   15618797 |   15723363 |   15608994
    num misses                       |       6344 |       5752 |       5812 |       5869 |       6070 |       5653 |       5648 |       5674 |       5770 |       5949 |       5657 |       6101 |       5614
    miss rate                        |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.22 |       0.20 |       0.20 |       0.21 |       0.21 |       0.20 |       0.20 |       0.20 |       0.20 |       0.21 |       0.20 |       0.21 |       0.20
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       6407 |       5813 |       5873 |       5930 |       6131 |       5714 |       5709 |       5735 |       5831 |       6010 |       5718 |       6162 |       5675
    num misses                       |        333 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316 |        316
    miss rate                        |      5.20% |      5.44% |      5.38% |      5.33% |      5.15% |      5.53% |      5.54% |      5.51% |      5.42% |      5.26% |      5.53% |      5.13% |      5.57%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2876325 |    2856027 |    2858167 |    2860021 |    2867124 |    2852427 |    2852256 |    2853136 |    2856764 |    2862638 |    2852588 |    2868122 |    2851128
    num cache misses                 |    1683531 |    1712137 |    1704821 |    1706011 |    1679155 |    1700672 |    1698705 |    1687050 |    1682910 |    1670836 |    1686615 |    1657543 |    1683914
    miss rate                        |     58.53% |     59.95% |     59.65% |     59.65% |     58.57% |     59.62% |     59.56% |     59.13% |     58.91% |     58.37% |     59.13% |     57.79% |     59.06%
    mpki                             |      58.54 |      60.08 |      59.76 |      59.76 |      58.63 |      59.78 |      59.71 |      59.28 |      59.03 |      58.45 |      59.28 |      57.85 |      59.22
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15778130 |   15641970 |   15656375 |   15668843 |   15716651 |   15617742 |   15616589 |   15622507 |   15646925 |   15686461 |   15618797 |   15723363 |   15608994
    num cache misses                 |    6579714 |    6649660 |    6635434 |    6635685 |    6569991 |    6669045 |    6672428 |    6648760 |    6644421 |    6599834 |    6675877 |    6605760 |    6666565
    miss rate                        |     41.70% |     42.51% |     42.38% |     42.35% |     41.80% |     42.70% |     42.73% |     42.56% |     42.46% |     42.07% |     42.74% |     42.01% |     42.71%
    mpki                             |     228.78 |     233.34 |     232.61 |     232.43 |     229.39 |     234.40 |     234.54 |     233.61 |     233.08 |     230.90 |     234.63 |     230.53 |     234.45
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    8263926 |    8362578 |    8341008 |    8342445 |    8249915 |    8370450 |    8371903 |    8336611 |    8328156 |    8271483 |    8363228 |    8264121 |    8351223
    num cache misses                 |    4048960 |    4089883 |    4104885 |    4108615 |    4080984 |    4130728 |    4125606 |    4119334 |    4100153 |    4092021 |    4117455 |    4078058 |    4121082
    miss rate                        |     49.00% |     48.91% |     49.21% |     49.25% |     49.47% |     49.35% |     49.28% |     49.41% |     49.23% |     49.47% |     49.23% |     49.35% |     49.35%
    mpki                             |     140.78 |     143.52 |     143.90 |     143.91 |     142.48 |     145.19 |     145.02 |     144.74 |     143.83 |     143.16 |     144.71 |     142.32 |     144.93
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4049657 |    4090677 |    4105657 |    4109380 |    4081768 |    4131478 |    4126388 |    4120151 |    4100998 |    4092853 |    4118211 |    4078894 |    4121843
    num cache misses                 |      35658 |      35394 |      35395 |      35399 |      35420 |      35396 |      35434 |      35451 |      35432 |      35406 |      35359 |      35456 |      35358
    miss rate                        |      0.88% |      0.87% |      0.86% |      0.86% |      0.87% |      0.86% |      0.86% |      0.86% |      0.86% |      0.87% |      0.86% |      0.87% |      0.86%
    mpki                             |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.25 |       1.25 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     585538 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      56.97 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.54 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      5.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      34006 |      33837 |      33825 |      33826 |      33871 |      33881 |      33868 |      33928 |      33903 |      33833 |      33850 |      33799 |      33790
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
