                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |   40121730 |   39457291 |   40082629 |   39442216 |   40081089 |   39437688 |   40079888 |   39434200
  Cycles                             |  106389892 |  106389892 |  106389892 |  106389892 |  106389892 |  106389892 |  106389892 |  106389892
  IPC                                |       0.38 |       0.37 |       0.38 |       0.37 |       0.38 |       0.37 |       0.38 |       0.37
  Time (ns)                          |   39996200 |   39996200 |   39996200 |   39996200 |   39996200 |   39996200 |   39996200 |   39996200
  Idle time (ns)                     |         -8 |         42 |         81 |         75 |         42 |         28 |         -8 |         54
  Idle time (%)                      |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   10022006 |    9856051 |   10012386 |    9852282 |   10012001 |    9851152 |   10011702 |    9850281
  num incorrect                      |       1519 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442 |       1442
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04 |       0.04
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   20015334 |   19683449 |   19996119 |   19675911 |   19995349 |   19673651 |   19994750 |   19671909
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |      40240 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num misses                       |         74 |         73 |         73 |         73 |         73 |         73 |         73 |         73
    miss rate                        |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18% |      0.18%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |        126 |        121 |        121 |        121 |        121 |        121 |        121 |        121
    num misses                       |        122 |        117 |        117 |        117 |        117 |        117 |        117 |        117
    miss rate                        |     96.83% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69% |     96.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   20015334 |   19683449 |   19996119 |   19675911 |   19995349 |   19673651 |   19994750 |   19671909
    num cache misses                 |     649077 |     649236 |     650057 |     649814 |     650077 |     649931 |     649884 |     649559
    miss rate                        |      3.24% |      3.30% |      3.25% |      3.30% |      3.25% |      3.30% |      3.25% |      3.30%
    mpki                             |      16.18 |      16.45 |      16.22 |      16.48 |      16.22 |      16.48 |      16.21 |      16.47
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |      40240 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847 |      39847
    num cache misses                 |       4508 |       4498 |       5003 |       4825 |       4990 |       4951 |       4912 |       4702
    miss rate                        |     11.20% |     11.29% |     12.56% |     12.11% |     12.52% |     12.43% |     12.33% |     11.80%
    mpki                             |       0.11 |       0.11 |       0.12 |       0.12 |       0.12 |       0.13 |       0.12 |       0.12
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |     653622 |     653768 |     655093 |     654671 |     655098 |     654915 |     654828 |     654293
    num cache misses                 |       3665 |       3569 |       3714 |       3665 |       3705 |       3721 |       3693 |       3660
    miss rate                        |      0.56% |      0.55% |      0.57% |      0.56% |      0.57% |      0.57% |      0.56% |      0.56%
    mpki                             |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09 |       0.09
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |       3703 |       3606 |       3751 |       3702 |       3741 |       3758 |       3730 |       3696
    num cache misses                 |       2482 |       2414 |       2414 |       2414 |       2414 |       2414 |       2414 |       2414
    miss rate                        |     67.03% |     66.94% |     64.36% |     65.21% |     64.53% |     64.24% |     64.72% |     65.31%
    mpki                             |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06 |       0.06
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |      19380 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      82.07 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      28.64 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |       1138 |       1131 |       1139 |       1135 |       1145 |       1143 |       1143 |       1144
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
