                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
    num accesses                     |    4472174 |    4515346 |    4485126 |    4490541 |    4564617 |    4564593 |    4502238 |    4503852 |    4506590 |    4505411 |    4525995 |    4532378 |    4548332 |    4544477 |    4558440 |    4536035
    num misses                       |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32 |         32
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         72 |         72 |         72 |         72 |         75 |         74 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72
    num misses                       |         72 |         72 |         72 |         72 |         75 |         74 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72 |         72
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1064270 |    1074514 |    1067343 |    1068628 |    1086228 |    1086219 |    1071403 |    1071786 |    1072435 |    1072157 |    1077038 |    1078554 |    1082339 |    1081423 |    1084735 |    1079422
    num cache misses                 |     363313 |     361243 |     356867 |     355269 |     357307 |     356851 |     352297 |     351544 |     350936 |     350277 |     351244 |     351257 |     352118 |     351480 |     352326 |     350365
    miss rate                        |     34.14% |     33.62% |     33.44% |     33.25% |     32.89% |     32.85% |     32.88% |     32.80% |     32.72% |     32.67% |     32.61% |     32.57% |     32.53% |     32.50% |     32.48% |     32.46%
    mpki                             |      37.49 |      36.91 |      36.71 |      36.51 |      36.12 |      36.07 |      36.11 |      36.02 |      35.93 |      35.87 |      35.81 |      35.76 |      35.72 |      35.69 |      35.66 |      35.64
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    4472174 |    4515346 |    4485126 |    4490541 |    4564617 |    4564593 |    4502238 |    4503852 |    4506590 |    4505411 |    4525995 |    4532378 |    4548332 |    4544477 |    4558440 |    4536035
    num cache misses                 |    2305131 |    2287057 |    2338124 |    2341951 |    2160199 |    2173737 |    2348610 |    2352595 |    2353155 |    2353306 |    2315487 |    2334822 |    2298619 |    2308181 |    2248241 |    2326614
    miss rate                        |     51.54% |     50.65% |     52.13% |     52.15% |     47.32% |     47.62% |     52.17% |     52.24% |     52.22% |     52.23% |     51.16% |     51.51% |     50.54% |     50.79% |     49.32% |     51.29%
    mpki                             |     237.84 |     233.71 |     240.54 |     240.64 |     218.35 |     219.72 |     240.70 |     241.02 |     240.93 |     241.01 |     236.06 |     237.69 |     233.18 |     234.35 |     227.56 |     236.66
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2668456 |    2648311 |    2695005 |    2697232 |    2517520 |    2530602 |    2700919 |    2704151 |    2704104 |    2703595 |    2666743 |    2686092 |    2650749 |    2659673 |    2600579 |    2676991
    num cache misses                 |    2440311 |    2428555 |    2470810 |    2475298 |    2334128 |    2343822 |    2472708 |    2473047 |    2474707 |    2473259 |    2465031 |    2452852 |    2431756 |    2432652 |    2402700 |    2436706
    miss rate                        |     91.45% |     91.70% |     91.68% |     91.77% |     92.72% |     92.62% |     91.55% |     91.45% |     91.52% |     91.48% |     92.44% |     91.32% |     91.74% |     91.46% |     92.39% |     91.02%
    mpki                             |     251.78 |     248.17 |     254.19 |     254.35 |     235.93 |     236.92 |     253.42 |     253.36 |     253.38 |     253.30 |     251.30 |     249.71 |     246.69 |     246.99 |     243.20 |     247.86
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2440323 |    2428567 |    2470826 |    2475310 |    2334143 |    2343837 |    2472720 |    2473059 |    2474723 |    2473271 |    2465043 |    2452868 |    2431768 |    2432664 |    2402712 |    2436718
    num cache misses                 |       1495 |       1493 |       1490 |       1495 |       1545 |       1534 |       1496 |       1494 |       1495 |       1498 |       1498 |       1497 |       1496 |       1500 |       1498 |       1494
    miss rate                        |      0.06% |      0.06% |      0.06% |      0.06% |      0.07% |      0.07% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06% |      0.06%
    mpki                             |       0.15 |       0.15 |       0.15 |       0.15 |       0.16 |       0.16 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15 |       0.15
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      24099 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      96.09 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      42.66 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |        504 |        529 |        526 |        510 |        499 |        493 |        538 |        517 |        521 |        519 |        531 |        510 |        516 |        528 |        504 |        504
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
