                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10   
  Instructions                       |     121627 |     120643 |     118338 |     117079 |     118687 |     118044 |     117862 |     118762 |     117180 |     115277 |     118851
  Cycles                             |    1071182 |    1071182 |    1071182 |    1071182 |    1071182 |    1071182 |    1071182 |    1071182 |    1071182 |    1071182 |    1071182
  IPC                                |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11
  Time (ns)                          |     402700 |     402700 |     402700 |     402700 |     402700 |     402700 |     402700 |     402700 |     402700 |     402700 |     402700
  Idle time (ns)                     |        -22 |        814 |        -22 |        137 |        447 |         84 |        210 |        328 |         84 |        137 |        252
  Idle time (%)                      |      -0.0% |       0.2% |      -0.0% |       0.0% |       0.1% |       0.0% |       0.1% |       0.1% |       0.0% |       0.0% |       0.1%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      22012 |      21912 |      21501 |      21363 |      21540 |      21471 |      21446 |      21548 |      21381 |      21120 |      21574
  num incorrect                      |       1514 |       1437 |       1359 |       1343 |       1365 |       1358 |       1357 |       1366 |       1343 |       1336 |       1369
  misprediction rate                 |      6.44% |      6.15% |      5.94% |      5.91% |      5.96% |      5.95% |      5.95% |      5.96% |      5.91% |      5.95% |      5.97%
  mpki                               |      12.45 |      11.91 |      11.48 |      11.47 |      11.50 |      11.50 |      11.51 |      11.50 |      11.46 |      11.59 |      11.52
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15330 |      15154 |      14940 |      14801 |      14987 |      14918 |      14893 |      14995 |      14818 |      14619 |      14998
    num misses                       |         52 |         47 |         42 |         41 |         45 |         42 |         42 |         45 |         41 |         41 |         45
    miss rate                        |      0.34% |      0.31% |      0.28% |      0.28% |      0.30% |      0.28% |      0.28% |      0.30% |      0.28% |      0.28% |      0.30%
    mpki                             |       0.43 |       0.39 |       0.35 |       0.35 |       0.38 |       0.36 |       0.36 |       0.38 |       0.35 |       0.36 |       0.38
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40200 |      39781 |      39312 |      38805 |      39462 |      39184 |      39127 |      39490 |      38859 |      38112 |      39499
    num misses                       |         77 |         76 |         74 |         70 |         75 |         74 |         74 |         75 |         70 |         70 |         76
    miss rate                        |      0.19% |      0.19% |      0.19% |      0.18% |      0.19% |      0.19% |      0.19% |      0.19% |      0.18% |      0.18% |      0.19%
    mpki                             |       0.63 |       0.63 |       0.63 |       0.60 |       0.63 |       0.63 |       0.63 |       0.63 |       0.60 |       0.61 |       0.64
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        129 |        123 |        116 |        111 |        120 |        116 |        116 |        120 |        111 |        111 |        121
    num misses                       |        123 |        117 |        111 |        108 |        114 |        111 |        111 |        114 |        108 |        108 |        115
    miss rate                        |     95.35% |     95.12% |     95.69% |     97.30% |     95.00% |     95.69% |     95.69% |     95.00% |     97.30% |     97.30% |     95.04%
    mpki                             |       1.01 |       0.97 |       0.94 |       0.92 |       0.96 |       0.94 |       0.94 |       0.96 |       0.92 |       0.94 |       0.97
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15330 |      15154 |      14940 |      14801 |      14987 |      14918 |      14893 |      14995 |      14818 |      14619 |      14998
    num cache misses                 |       5127 |       5598 |       6028 |       5515 |       6290 |       6280 |       6312 |       6265 |       5800 |       5613 |       5673
    miss rate                        |     33.44% |     36.94% |     40.35% |     37.26% |     41.97% |     42.10% |     42.38% |     41.78% |     39.14% |     38.40% |     37.83%
    mpki                             |      42.15 |      46.40 |      50.94 |      47.10 |      53.00 |      53.20 |      53.55 |      52.75 |      49.50 |      48.69 |      47.73
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      40200 |      39781 |      39312 |      38805 |      39462 |      39184 |      39127 |      39490 |      38859 |      38112 |      39499
    num cache misses                 |       6863 |       7120 |       7463 |       7158 |       7647 |       7566 |       7480 |       7581 |       7254 |       7137 |       7326
    miss rate                        |     17.07% |     17.90% |     18.98% |     18.45% |     19.38% |     19.31% |     19.12% |     19.20% |     18.67% |     18.73% |     18.55%
    mpki                             |      56.43 |      59.02 |      63.07 |      61.14 |      64.43 |      64.09 |      63.46 |      63.83 |      61.90 |      61.91 |      61.64
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      12026 |      12749 |      13522 |      12704 |      13971 |      13879 |      13824 |      13878 |      13085 |      12781 |      13031
    num cache misses                 |       9787 |      10095 |      10763 |      10358 |      10892 |      10649 |      10724 |      10635 |      10489 |      10495 |      10613
    miss rate                        |     81.38% |     79.18% |     79.60% |     81.53% |     77.96% |     76.73% |     77.58% |     76.63% |     80.16% |     82.11% |     81.44%
    mpki                             |      80.47 |      83.68 |      90.95 |      88.47 |      91.77 |      90.21 |      90.99 |      89.55 |      89.51 |      91.04 |      89.30
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       9823 |      10127 |      10795 |      10392 |      10926 |      10682 |      10756 |      10667 |      10523 |      10528 |      10645
    num cache misses                 |       2593 |       2519 |       2449 |       2430 |       2475 |       2455 |       2449 |       2470 |       2425 |       2414 |       2491
    miss rate                        |     26.40% |     24.87% |     22.69% |     23.38% |     22.65% |     22.98% |     22.77% |     23.16% |     23.04% |     22.93% |     23.40%
    mpki                             |      21.32 |      20.88 |      20.69 |      20.76 |      20.85 |      20.80 |      20.78 |      20.80 |      20.69 |      20.94 |      20.96
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |      27437 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      83.71 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      30.28 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     57.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |       1254 |       1256 |       1241 |       1260 |       1262 |       1252 |       1258 |       1249 |       1251 |       1250 |       1268
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
