                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   60121629 |   60090688 |   60093622 |   60114832 |   60086401 |   60091333 |   60089476 |   60087659 |   60086335 |   60087838 |   60086353 |   60112486
  Cycles                             |  240886408 |  240886408 |  240886408 |  240886408 |  240886408 |  240886408 |  240886408 |  240886408 |  240886408 |  240886408 |  240886408 |  240886408
  IPC                                |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25 |       0.25
  Time (ns)                          |   90558800 |   90558800 |   90558800 |   90558800 |   90558800 |   90558800 |   90558800 |   90558800 |   90558800 |   90558800 |   90558800 |   90558800
  Idle time (ns)                     |        -66 |        -43 |         -2 |        -43 |        -48 |        -66 |         79 |        -16 |         63 |         48 |         73 |         20
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   10022010 |   10016914 |   10017403 |   10020938 |   10016199 |   10017022 |   10016712 |   10016409 |   10016189 |   10016439 |   10016192 |   10020547
  num incorrect                      |       1516 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440 |       1440
  misprediction rate                 |      0.02% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
  mpki                               |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num misses                       |         52 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48 |         48
    miss rate                        |      0.34% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32% |      0.32%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      40208 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845 |      39845
    num misses                       |        159 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158 |        158
    miss rate                        |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40% |      0.40%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        211 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206 |        206
    num misses                       |        127 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122 |        122
    miss rate                        |     60.19% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22% |     59.22%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      15333 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164 |      15164
    num cache misses                 |       5822 |       6227 |       6368 |       5482 |       6602 |       6511 |       6662 |       6517 |       6625 |       6598 |       6545 |       5696
    miss rate                        |     37.97% |     41.06% |     41.99% |     36.15% |     43.54% |     42.94% |     43.93% |     42.98% |     43.69% |     43.51% |     43.16% |     37.56%
    mpki                             |       0.10 |       0.10 |       0.11 |       0.09 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.11 |       0.09
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
