                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14   
  Instructions                       |     120970 |     120891 |     121421 |     121425 |     121395 |     121661 |     121275 |     121267 |     121277 |     121209 |     121189 |     121148 |     121020 |     121020 |     121001
  Cycles                             |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128 |     534128
  IPC                                |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  Time (ns)                          |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800 |     200800
  Idle time (ns)                     |        -13 |        101 |         81 |         25 |          8 |        -41 |        136 |        141 |         52 |         98 |          8 |        -41 |        155 |        134 |        -22
  Idle time (%)                      |      -0.0% |       0.1% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.1% |       0.1% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.1% |       0.1% |      -0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      21936 |      21931 |      21989 |      21989 |      21987 |      22012 |      21971 |      21971 |      21971 |      21966 |      21962 |      21958 |      21941 |      21941 |      21939
  num incorrect                      |       1459 |       1451 |       1493 |       1493 |       1492 |       1514 |       1476 |       1476 |       1476 |       1471 |       1470 |       1469 |       1465 |       1465 |       1464
  misprediction rate                 |      6.24% |      6.21% |      6.36% |      6.36% |      6.35% |      6.44% |      6.30% |      6.30% |      6.30% |      6.28% |      6.27% |      6.27% |      6.26% |      6.26% |      6.26%
  mpki                               |      12.06 |      12.00 |      12.30 |      12.30 |      12.29 |      12.44 |      12.17 |      12.17 |      12.17 |      12.14 |      12.13 |      12.13 |      12.11 |      12.11 |      12.10
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      15202 |      15187 |      15290 |      15291 |      15286 |      15330 |      15260 |      15259 |      15261 |      15248 |      15246 |      15242 |      15214 |      15214 |      15211
