                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |      90516 |      90408 |      90560 |      90401 |      90333 |      90278 |      90232 |      90209 |      90120 |      90128 |      90100 |      90100
  Cycles                             |     630952 |     630952 |     630952 |     630952 |     630952 |     630952 |     630952 |     630952 |     630952 |     630952 |     630952 |     630952
  IPC                                |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |     237200 |     237200 |     237200 |     237200 |     237200 |     237200 |     237200 |     237200 |     237200 |     237200 |     237200 |     237200
  Idle time (ns)                     |        -40 |        -91 |       -107 |        -94 |         -1 |        -40 |        -54 |        -91 |         48 |         -1 |         48 |         48
  Idle time (%)                      |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |      19645 |      19629 |      19646 |      19628 |      19623 |      19617 |      19613 |      19610 |      19593 |      19594 |      19589 |      19589
  num incorrect                      |       1085 |       1072 |       1085 |       1072 |       1063 |       1057 |       1046 |       1046 |       1046 |       1046 |       1046 |       1046
  misprediction rate                 |      5.23% |      5.18% |      5.23% |      5.18% |      5.14% |      5.11% |      5.06% |      5.06% |      5.07% |      5.07% |      5.07% |      5.07%
  mpki                               |      11.99 |      11.86 |      11.98 |      11.86 |      11.77 |      11.71 |      11.59 |      11.60 |      11.61 |      11.61 |      11.61 |      11.61
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4857 |       4840 |       4859 |       4840 |       4829 |       4816 |       4801 |       4798 |       4798 |       4798 |       4798 |       4798
    num misses                       |         44 |         44 |         45 |         44 |         43 |         42 |         42 |         42 |         42 |         42 |         42 |         42
    miss rate                        |      0.91% |      0.91% |      0.93% |      0.91% |      0.89% |      0.87% |      0.87% |      0.88% |      0.88% |      0.88% |      0.88% |      0.88%
    mpki                             |       0.49 |       0.49 |       0.50 |       0.49 |       0.48 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47 |       0.47
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |      69729 |      69683 |      69711 |      69680 |      69650 |      69618 |      69592 |      69570 |      69466 |      69471 |      69440 |      69440
    num misses                       |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21 |         21
    miss rate                        |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03% |      0.03%
    mpki                             |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23 |       0.23
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |         65 |         65 |         66 |         65 |         64 |         63 |         63 |         63 |         63 |         63 |         63 |         63
    num misses                       |         65 |         65 |         66 |         65 |         64 |         63 |         63 |         63 |         63 |         63 |         63 |         63
    miss rate                        |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00% |    100.00%
    mpki                             |       0.72 |       0.72 |       0.73 |       0.72 |       0.71 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70 |       0.70
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |       4857 |       4840 |       4859 |       4840 |       4829 |       4816 |       4801 |       4798 |       4798 |       4798 |       4798 |       4798
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |      69729 |      69683 |      69711 |      69680 |      69650 |      69618 |      69592 |      69570 |      69466 |      69471 |      69440 |      69440
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    num cache misses                 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
    miss rate                        |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf% |       inf%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
