                                     | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7      | Core 8      | Core 9      | Core 10     | Core 11     | Core 12     | Core 13     | Core 14     | Core 15    
    num cache accesses               |    32084575 |    32082226 |    32080085 |    32082519 |    32082721 |    32087403 |    32085933 |    32082448 |    32082303 |    32082910 |    31811027 |    32098312 |    32091876 |    32072272 |    32075161 |    32085059
    num cache misses                 |        2693 |        2706 |        2712 |        2714 |        2700 |        2727 |        2676 |        2719 |        2739 |        2730 |        2717 |        2799 |        2735 |        2727 |        2738 |        2713
    miss rate                        |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01% |       0.01%
    mpki                             |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.06 |        0.05 |        0.05 |        0.05 |        0.05
DRAM summary                         |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num dram accesses                  |       44342 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns)   |       93.63 |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay        |       40.20 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  average dram bandwidth utilization |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
Coherency Traffic                    |             |             |             |             |             |             |             |             |             |             |             |             |             |             |             |            
  num loads from dram                |        1379 |        1388 |        1387 |        1393 |        1387 |        1406 |        1371 |        1398 |        1422 |        1411 |        1402 |        1414 |        1412 |        1417 |        1423 |        1396
  num loads from dram cache          |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
