                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13   
  Instructions                       |    6545794 |    6532895 |    6531715 |    6544989 |    6542064 |    6728783 |    6656824 |    6532542 |    6533170 |    6546558 |    6530255 |    6529995 |    6599678 |    6530619
  Cycles                             |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440 |   46640440
  IPC                                |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14 |       0.14
  Time (ns)                          |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000 |   17534000
  Idle time (ns)                     |        138 |         27 |        -32 |        290 |        138 |        -61 |        256 |        229 |        112 |          7 |         27 |        -61 |        112 |        138
  Idle time (%)                      |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0% |       0.0% |       0.0% |       0.0% |      -0.0% |       0.0% |       0.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     256010 |     255755 |     255733 |     255995 |     255937 |     259678 |     258203 |     255749 |     255761 |     256025 |     255703 |     255698 |     257075 |     255710
  num incorrect                      |       3911 |       3911 |       3911 |       3911 |       3911 |       3961 |       3911 |       3911 |       3911 |       3911 |       3911 |       3911 |       3911 |       3911
  misprediction rate                 |      1.50% |      1.51% |      1.51% |      1.50% |      1.51% |      1.50% |      1.49% |      1.51% |      1.51% |      1.50% |      1.51% |      1.51% |      1.50% |      1.51%
  mpki                               |       0.60 |       0.60 |       0.60 |       0.60 |       0.60 |       0.59 |       0.59 |       0.60 |       0.60 |       0.60 |       0.60 |       0.60 |       0.59 |       0.60
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |     666396 |     665396 |     665307 |     666335 |     666108 |     680639 |     675003 |     665370 |     665419 |     666456 |     665192 |     665172 |     670575 |     665220
    num misses                       |         60 |         60 |         60 |         60 |         60 |         62 |         60 |         60 |         60 |         60 |         60 |         60 |         60 |         60
    miss rate                        |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3555086 |    3548362 |    3547760 |    3554671 |    3553148 |    3650216 |    3612847 |    3548195 |    3548524 |    3555484 |    3547005 |    3546863 |    3583121 |    3547192
    num misses                       |        101 |        101 |        101 |        101 |        101 |        107 |        101 |        101 |        101 |        101 |        101 |        101 |        101 |        101
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |        161 |        161 |        161 |        161 |        161 |        169 |        161 |        161 |        161 |        161 |        161 |        161 |        161 |        161
    num misses                       |        146 |        146 |        146 |        146 |        146 |        147 |        146 |        146 |        146 |        146 |        146 |        146 |        146 |        146
    miss rate                        |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     86.98% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68% |     90.68%
    mpki                             |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |     666396 |     665396 |     665307 |     666335 |     666108 |     680639 |     675003 |     665370 |     665419 |     666456 |     665192 |     665172 |     670575 |     665220
    num cache misses                 |     407998 |     405791 |     403479 |     400710 |     400875 |     375293 |     387533 |     400204 |     402789 |     399785 |     400338 |     399180 |     391642 |     399273
    miss rate                        |     61.22% |     60.98% |     60.65% |     60.14% |     60.18% |     55.14% |     57.41% |     60.15% |     60.53% |     59.99% |     60.18% |     60.01% |     58.40% |     60.02%
    mpki                             |      62.33 |      62.12 |      61.77 |      61.22 |      61.28 |      55.77 |      58.22 |      61.26 |      61.65 |      61.07 |      61.31 |      61.13 |      59.34 |      61.14
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3555086 |    3548362 |    3547760 |    3554671 |    3553148 |    3650216 |    3612847 |    3548195 |    3548524 |    3555484 |    3547005 |    3546863 |    3583121 |    3547192
    num cache misses                 |     811137 |     812021 |     808514 |     809302 |     808216 |     797749 |     802909 |     812494 |     811531 |     810246 |     812089 |     812158 |     804323 |     811256
    miss rate                        |     22.82% |     22.88% |     22.79% |     22.77% |     22.75% |     21.85% |     22.22% |     22.90% |     22.87% |     22.79% |     22.90% |     22.90% |     22.45% |     22.87%
    mpki                             |     123.92 |     124.30 |     123.78 |     123.65 |     123.54 |     118.56 |     120.61 |     124.38 |     124.22 |     123.77 |     124.36 |     124.37 |     121.87 |     124.22
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1219155 |    1217831 |    1212011 |    1210031 |    1209115 |    1173069 |    1190464 |    1212718 |    1214338 |    1210050 |    1212445 |    1211356 |    1195987 |    1210547
    num cache misses                 |    1093113 |    1093306 |    1088551 |    1090882 |    1089202 |    1060771 |    1072028 |    1095401 |    1094837 |    1092368 |    1094701 |    1094920 |    1081501 |    1093022
    miss rate                        |     89.66% |     89.77% |     89.81% |     90.15% |     90.08% |     90.43% |     90.05% |     90.33% |     90.16% |     90.27% |     90.29% |     90.39% |     90.43% |     90.29%
    mpki                             |     166.99 |     167.35 |     166.66 |     166.67 |     166.49 |     157.65 |     161.04 |     167.68 |     167.58 |     166.86 |     167.64 |     167.68 |     163.87 |     167.37
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    1093133 |    1093326 |    1088571 |    1090901 |    1089226 |    1060824 |    1072069 |    1095421 |    1094856 |    1092389 |    1094719 |    1094940 |    1081524 |    1093041
    num cache misses                 |       4528 |       4524 |       4527 |       4523 |       4521 |       4605 |       4522 |       4527 |       4517 |       4531 |       4524 |       4529 |       4531 |       4525
    miss rate                        |      0.41% |      0.41% |      0.42% |      0.41% |      0.42% |      0.43% |      0.42% |      0.41% |      0.41% |      0.41% |      0.41% |      0.41% |      0.42% |      0.41%
