                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8    
    mpki                             |      22.88 |      23.00 |      23.47 |      23.69 |      24.31 |      24.55 |      24.58 |      24.89 |      24.63
  Cache L3                           |            |            |            |            |            |            |            |            |           
    num cache accesses               |     658632 |     660923 |     671024 |     677944 |     690425 |     696351 |     696821 |     708063 |     701995
    num cache misses                 |      31269 |      31051 |      30985 |      27199 |      30804 |      30669 |      30840 |      26911 |      24639
    miss rate                        |      4.75% |      4.70% |      4.62% |      4.01% |      4.46% |      4.40% |      4.43% |      3.80% |      3.51%
    mpki                             |       1.09 |       1.08 |       1.08 |       0.95 |       1.09 |       1.08 |       1.09 |       0.95 |       0.87
DRAM summary                         |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     350884 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      57.16 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       3.73 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |           
  num loads from dram                |      27065 |      26986 |      27068 |      23327 |      26811 |      26528 |      26673 |      23826 |      20666
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
