                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
    num accesses                     |       6311 |       6350 |       6190 |       6067 |       6104 |       6215 |       6407 |       6356 |       6072 |       6132 |       6182 |       6073
    num misses                       |        319 |        320 |        316 |        316 |        316 |        316 |        333 |        320 |        316 |        316 |        316 |        316
    miss rate                        |      5.05% |      5.04% |      5.11% |      5.21% |      5.18% |      5.08% |      5.20% |      5.03% |      5.20% |      5.15% |      5.11% |      5.20%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    2873489 |    2874728 |    2869087 |    2864766 |    2866202 |    2869891 |    2876325 |    2874978 |    2865037 |    2867148 |    2868804 |    2865072
    num cache misses                 |    1664624 |    1648219 |    1651710 |    1644127 |    1642437 |    1641385 |    1636284 |    1629418 |    1637697 |    1631240 |    1638934 |    1634107
    miss rate                        |     57.93% |     57.33% |     57.57% |     57.39% |     57.30% |     57.19% |     56.89% |     56.68% |     57.16% |     56.89% |     57.13% |     57.04%
    mpki                             |      57.95 |      57.35 |      57.62 |      57.46 |      57.37 |      57.24 |      56.89 |      56.69 |      57.23 |      56.95 |      57.18 |      57.11
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   15759490 |   15767823 |   15729857 |   15700787 |   15710445 |   15735276 |   15778126 |   15769514 |   15702602 |   15716812 |   15727939 |   15702835
    num cache misses                 |    2220249 |    2220128 |    2232879 |    2231707 |    2213707 |    2218251 |    2208966 |    2191333 |    2237367 |    2226828 |    2218336 |    2219035
    miss rate                        |     14.09% |     14.08% |     14.20% |     14.21% |     14.09% |     14.10% |     14.00% |     13.90% |     14.25% |     14.17% |     14.10% |     14.13%
    mpki                             |      77.30 |      77.25 |      77.89 |      78.00 |      77.32 |      77.35 |      76.81 |      76.24 |      78.19 |      77.75 |      77.39 |      77.55
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3885656 |    3869100 |    3885349 |    3876593 |    3856931 |    3860435 |    3845933 |    3821530 |    3875825 |    3858867 |    3858059 |    3853928
    num cache misses                 |    3125536 |    3125110 |    3150214 |    3161229 |    3140450 |    3129595 |    3116025 |    3092232 |    3174309 |    3151685 |    3138586 |    3141891
    miss rate                        |     80.44% |     80.77% |     81.08% |     81.55% |     81.42% |     81.07% |     81.02% |     80.92% |     81.90% |     81.67% |     81.35% |     81.52%
    mpki                             |     108.81 |     108.74 |     109.89 |     110.49 |     109.69 |     109.13 |     108.35 |     107.58 |     110.93 |     110.04 |     109.50 |     109.80
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3126319 |    3125864 |    3150974 |    3161989 |    3141237 |    3130396 |    3116710 |    3093012 |    3175071 |    3152485 |    3139376 |    3142679
    num cache misses                 |      35605 |      35665 |      35387 |      35383 |      35475 |      34198 |      35723 |      35623 |      35390 |      35419 |      35412 |      35375
    miss rate                        |      1.14% |      1.14% |      1.12% |      1.12% |      1.13% |      1.09% |      1.15% |      1.15% |      1.11% |      1.12% |      1.13% |      1.13%
    mpki                             |       1.24 |       1.24 |       1.23 |       1.24 |       1.24 |       1.19 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24 |       1.24
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |     540473 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      58.10 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       4.67 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |      6.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |      33937 |      34004 |      33734 |      33730 |      33866 |      32631 |      33952 |      33958 |      33773 |      33855 |      33821 |      33807
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
